,name,title_clean,revenues_clean,gross_profit
3553,Clay Kaytis,The Angry Birds Movie,349800000.0,101900000.0
2708,James Keach,Waiting for Forever,25517.0,-4987241.5
806,Tim McCanlies,Secondhand Lions,76000000.0,8000000.0
262,Hironobu Sakaguchi,Final Fantasy: The Spirits Within,85100000.0,-94450000.0
1080,Andrew Douglas,The Amityville Horror,108000000.0,35000000.0
3291,Jason Momoa,Road to Paloma,937000.0,-131500.0
3041,Tommy Wirkola,Hansel & Gretel: Witch Hunters,226300000.0,63150000.0
820,James Cameron,Terminator 2: Judgment Day,519800000.0,157900000.0
2062,James Cameron,Avatar,2788000000.0,1157000000.0
2921,James Cameron,Titanic,2187000000.0,893500000.0
3188,Nat Faxon,"The Way, Way Back",23200000.0,6600000.0
3186,Barry Cook,Walking with Dinosaurs,126500000.0,-16750000.0
2561,Michael Brandt,The Double,3696232.0,-15151884.0
1764,Marjane Satrapi,Persepolis,22800000.0,4100000.0
3393,Marjane Satrapi,The Voices,444196.0,-10777902.0
2874,Nima Nourizadeh,Project X,102700000.0,39350000.0
2429,Oren Peli,Paranormal Activity,193400000.0,96685000.0
1183,Jerry Gerard,Deep Throat,600000000.0,299952500.0
1237,Rodrigo Garca,Nine Lives,1562923.0,281461.5
1963,Rodrigo Garca,Passengers,5800000.0,-22100000.0
2417,Rodrigo Garca,Mother and Child,4000000.0,-5000000.0
262,Motonori Sakakibara,Final Fantasy: The Spirits Within,85100000.0,-94450000.0
760,Peter Weir,Master and Commander: The Far Side of the World,212000000.0,-44000000.0
1123,Darren Grant,Diary of a Mad Black Woman,50700000.0,19850000.0
1124,Darren Grant,Diary of a Mad Black Woman,50700000.0,19850000.0
2066,Aristomenis Tsirbas,Battle for Terra,6100000.0,-950000.0
1727,Scott Frank,The Lookout,5371181.0,-13314409.5
3323,Scott Frank,A Walk Among the Tombstones,62100000.0,3050000.0
1767,Mennan Yapo,Premonition,84100000.0,22050000.0
1843,Michael McCullers,Baby Mama,64200000.0,2100000.0
1114,Mike Johnson,Corpse Bride,117200000.0,18600000.0
3335,Vic Armstrong,Left Behind,27600000.0,-2200000.0
1073,Chris Stokes,You Got Served,48600000.0,16300000.0
2735,Todd Lincoln,The Apparition,9627492.0,-12186254.0
1772,Andy Cheng,Redline,8267379.0,-21866310.5
1429,William Wyler,The Best Years of Our Lives,23700000.0,9750000.0
714,Casey La Scala,Grind,5141166.0,-3429417.0
2729,Mike McCoy,Act of Valor,81272766.0,28636383.0
2956,David E Talbert,Baggage Claim,22456509.0,2728254.5
1875,Marc F Adler,Delgo,915840.0,-39542080.0
1876,Marc F Adler,Delgo,915840.0,-39542080.0
1479,J J Abrams,Mission: Impossible III,397900000.0,48950000.0
1480,J J Abrams,Mission: Impossible III,397900000.0,48950000.0
2235,J J Abrams,Star Trek,385700000.0,42850000.0
2236,J J Abrams,Star Trek,385700000.0,42850000.0
2690,J J Abrams,Super 8,260100000.0,80050000.0
3167,J J Abrams,Star Trek Into Darkness,467400000.0,48700000.0
301,JeanMarie Gaubert,Just Visiting,16200000.0,-26900000.0
1914,Tom Putnam,The Hottie and the Nottie,27696.0,-8986152.0
336,Joel Zwick,My Big Fat Greek Wedding,368700000.0,179350000.0
337,Joel Zwick,My Big Fat Greek Wedding,368700000.0,179350000.0
338,Joel Zwick,My Big Fat Greek Wedding,368700000.0,179350000.0
921,Joel Zwick,Fat Albert,48600000.0,-20700000.0
2215,Lee Daniels,Precious,63600000.0,21800000.0
2862,Lee Daniels,The Paperboy,2424372.0,-11287814.0
2977,Lee Daniels,The Butler,176600000.0,58300000.0
543,Jake Kasdan,Orange County,43325009.0,3662504.5
1818,Jake Kasdan,Walk Hard: The Dewey Cox Story,20600000.0,-24700000.0
2522,Jake Kasdan,Bad Teacher,216200000.0,88100000.0
3296,Jake Kasdan,Sex Tape,126100000.0,23050000.0
3089,Ed GassDonnelly,The Last Exorcism Part II,15100000.0,2550000.0
1997,Sanaa Hamri,The Sisterhood of the Traveling Pants 2,44352417.0,-4823791.5
2380,Sanaa Hamri,Just Wright,21570263.0,-1214868.5
1101,Terry Gilliam,The Brothers Grimm,105316267.0,-35341866.5
2150,Terry Gilliam,The Imaginarium of Doctor Parnassus,64400000.0,2200000.0
801,Clark Johnson,S.W.A.T.,207100000.0,33550000.0
1537,Clark Johnson,The Sentinel,78100000.0,-20950000.0
2087,Peter Billingsley,Couples Retreat,171800000.0,25900000.0
3031,Brad J Silverman,Grace Unplugged,2507106.0,-446447.0
1535,Steve Taylor,The Second Chance,463542.0,-968229.0
3169,Park Chanwook,Stoker,12100000.0,-5950000.0
460,George Clooney,Confessions of a Dangerous Mind,33100000.0,-13450000.0
1152,George Clooney,"Good Night, and Good Luck.",56500000.0,21250000.0
1931,George Clooney,Leatherheads,41299492.0,-37350254.0
2606,George Clooney,The Ides of March,76000000.0,25500000.0
3213,George Clooney,The Monuments Men,155000000.0,7500000.0
630,Charlie Adler voice,The Wild Thornberrys Movie,60700000.0,5350000.0
1774,Gavin Hood,Rendition,27000000.0,-14000000.0
2273,Gavin Hood,X-Men Origins: Wolverine,373100000.0,36550000.0
2274,Gavin Hood,X-Men Origins: Wolverine,373100000.0,36550000.0
3007,Gavin Hood,Ender's Game,125500000.0,-47250000.0
100,Bobby Farrelly,"Me, Myself & Irene",149270999.0,23635499.5
689,Bobby Farrelly,Dumb and Dumber,247000000.0,106500000.0
690,Bobby Farrelly,Dumb and Dumber,247000000.0,106500000.0
815,Bobby Farrelly,Stuck on You,65784503.0,-22107748.5
1141,Bobby Farrelly,Fever Pitch,50500000.0,-4750000.0
1688,Bobby Farrelly,The Heartbreak Kid,127800000.0,3900000.0
2587,Bobby Farrelly,Hall Pass,83200000.0,5600000.0
2919,Bobby Farrelly,The Three Stooges,54800000.0,-2600000.0
3353,Bobby Farrelly,Dumb and Dumber To,169800000.0,34900000.0
1718,Craig Gillespie,Lars and the Real Girl,11300000.0,-6350000.0
1744,Craig Gillespie,Mr. Woodcock,33600000.0,-5200000.0
2575,Craig Gillespie,Fright Night,41000000.0,-9500000.0
2576,Craig Gillespie,Fright Night,41000000.0,-9500000.0
3267,Craig Gillespie,Million Dollar Arm,39200000.0,-5400000.0
3500,Craig Gillespie,The Finest Hours,52100000.0,-53950000.0
3412,David Robert Mitchell,It Follows,20600000.0,8300000.0
1927,John Stevenson,Kung Fu Panda,631700000.0,185850000.0
1928,John Stevenson,Kung Fu Panda,631700000.0,185850000.0
2629,J C Chandor,Margin Call,19500000.0,6250000.0
2948,J C Chandor,All Is Lost,10200000.0,-3400000.0
3553,Fergal Reilly,The Angry Birds Movie,349800000.0,101900000.0
1420,George Miller,Happy Feet,384300000.0,92150000.0
1421,George Miller,Happy Feet,384300000.0,92150000.0
2591,George Miller,Happy Feet Two,150400000.0,-59800000.0
3446,George Miller,Mad Max: Fury Road,378900000.0,39450000.0
322,Brian TrenchardSmith,Megiddo: The Omega Code 2,6047691.0,-16976154.5
420,Alexander Payne,About Schmidt,105800000.0,22900000.0
1023,Alexander Payne,Sideways,109700000.0,38850000.0
2553,Alexander Payne,The Descendants,177200000.0,68600000.0
3112,Alexander Payne,Nebraska,27700000.0,1850000.0
2912,Seth MacFarlane,Ted,549400000.0,223700000.0
3273,Seth MacFarlane,A Million Ways to Die in the West,87200000.0,3600000.0
3462,Seth MacFarlane,Ted 2,216700000.0,40350000.0
854,John Hamburg,Along Came Polly,173000000.0,44500000.0
2146,John Hamburg,"I Love You, Man",91600000.0,5800000.0
1242,Marcos Siega,Pretty Persuasion,537126.0,-2231437.0
1287,Marcos Siega,Underclassman,5655459.0,-22172270.5
1781,Jeffrey Blitz,Rocket Science,755774.0,-4122113.0
3424,Simon Curtis,Woman in Gold,61600000.0,19800000.0
2985,Cody Cameron,Cloudy with a Chance of Meatballs 2,274300000.0,59150000.0
1678,Rob Zombie Werewolf Woman of the SS,Grindhouse,25400000.0,-40300000.0
825,Richard Donner,Timeline,43900000.0,-58050000.0
1308,Richard Donner,16 Blocks,65700000.0,-22150000.0
1494,Richard Donner,The Omen,60900000.0,27650000.0
1323,Michael Polish,The Astronaut Farmer,11130889.0,-7434555.5
3386,Erik Van Looy,The Loft,10100000.0,-8950000.0
1460,Bob Odenkirk,Let's Go to Prison,4630000.0,-1685000.0
1628,Bob Odenkirk,The Brothers Solomon,1035056.0,-9482472.0
1419,Ryan Fleck,Half Nelson,4900000.0,1750000.0
2375,Ryan Fleck,It's Kind of a Funny Story,6500000.0,-4750000.0
1618,Will Speck,Blades of Glory,145700000.0,11850000.0
2471,Will Speck,The Switch,49900000.0,5950000.0
3597,Jonathan Jakubowicz,Hands of Stone,5000000.0,-17500000.0
1522,John G Avildsen,Rocky V,119900000.0,17950000.0
103,Christopher Nolan,Memento,39700000.0,10850000.0
508,Christopher Nolan,Insomnia,113700000.0,10850000.0
1088,Christopher Nolan,Batman Begins,374200000.0,37100000.0
1089,Christopher Nolan,Batman Begins,374200000.0,37100000.0
1514,Christopher Nolan,The Prestige,109700000.0,14850000.0
1866,Christopher Nolan,The Dark Knight,1005000000.0,317500000.0
1867,Christopher Nolan,The Dark Knight,1005000000.0,317500000.0
2372,Christopher Nolan,Inception,825500000.0,252750000.0
2781,Christopher Nolan,The Dark Knight Rises,1085000000.0,292500000.0
3349,Christopher Nolan,Interstellar,675000000.0,172500000.0
2127,Toby Wilkins,The Grudge 3,38600000.0,14300000.0
630,Cathy Malkasian,The Wild Thornberrys Movie,60700000.0,5350000.0
602,Phil Alden Robinson,The Sum of All Fears,193900000.0,28950000.0
1811,Susanne Bier,Things We Lost in the Fire,8547733.0,-11726133.5
3421,Susanne Bier,Serena,3900000.0,-23050000.0
522,Dean DeBlois,Lilo & Stitch,273100000.0,56550000.0
2367,Dean DeBlois,How to Train Your Dragon,494900000.0,82450000.0
2368,Dean DeBlois,How to Train Your Dragon,494900000.0,82450000.0
3279,Dean DeBlois,How to Train Your Dragon 2,621500000.0,165750000.0
455,Neema Barnette,Civil Brand,254293.0,-372853.5
798,John Eng,Rugrats Go Wild,55400000.0,2700000.0
3443,Andrew Mogel,The D Train,771317.0,-2614341.5
1806,Ash Brannon,Surf's Up,149000000.0,-25500000.0
203,Kenneth Lonergan,You Can Count On Me,11000000.0,4300000.0
2628,Kenneth Lonergan,Margaret,623292.0,-13688354.0
2397,Scott Stewart,Legion,67900000.0,7950000.0
2653,Scott Stewart,Priest,78309131.0,-20845434.5
2996,Scott Stewart,Dark Skies,26400000.0,9700000.0
451,Roger Michell,Changing Lanes,94935764.0,2467882.0
2416,Roger Michell,Morning Glory,60000000.0,-10000000.0
1817,Adrienne Shelly,Waitress,22000000.0,9500000.0
212,Joe Roth,America's Sweethearts,138200000.0,4700000.0
887,Joe Roth,Christmas with the Kranks,96600000.0,-11700000.0
1405,Joe Roth,Freedomland,14700000.0,-22650000.0
1135,Alex Gibney,Enron: The Smartest Guys in the Room,4900000.0,1750000.0
2345,Alex Gibney,Freakonomics,103735.0,-2848132.5
2473,Nathan Greno,Tangled,591800000.0,35900000.0
3437,Jamal Hill,Brotherly Love,478595.0,-1660702.5
128,Mimi Leder,Pay It Forward,55700000.0,-12150000.0
3281,William Eubank,The Signal,2420000.0,-2790000.0
823,Kim Henkel,Texas Chainsaw Massacre: The Next Generation,185898.0,-507051.0
2770,Mark Linfield,Chimpanzee,34800000.0,12400000.0
2276,JeanMarc Valle,The Young Victoria,27409889.0,-21295055.5
2995,JeanMarc Valle,Dallas Buyers Club,55200000.0,22600000.0
3361,JeanMarc Valle,Wild,52500000.0,11250000.0
3535,JeanMarc Valle,Demolition,4100000.0,-7950000.0
1585,Steve Spaz Williams,The Wild,102300000.0,-28850000.0
1327,Sequence directors,Bambi,267400000.0,132842000.0
10,Christian Duguay,The Art of War,40400000.0,-39800000.0
928,Zach Braff,Garden State,35825316.0,15412658.0
3297,Zach Braff,Wish I Was Here,5500000.0,-3250000.0
3262,Jon Erwin,Moms' Night Out,10500000.0,250000.0
26,Daniel Myrick,The Blair Witch Project,248600000.0,124240000.0
3096,Jaylen,The Lost Medallion: The Adventures of Billy Stone,705854.0,-2147073.0
2820,John Stalberg Jr,High School,139034.0,-9930483.0
1040,Bob Clark,Superbabies: Baby Geniuses 2,9400000.0,-15300000.0
1041,Bob Clark,Baby Geniuses,36500000.0,6250000.0
1338,Bob Clark,Black Christmas,4000000.0,1380000.0
2771,Bob Clark,A Christmas Story,19300000.0,6450000.0
629,Peter Kosminsky,White Oleander,21672284.0,-5163858.0
1869,Robert Wise,The Day the Earth Stood Still,1850000.0,-70000.0
2823,Genndy Tartakovsky,Hotel Transylvania,358400000.0,94200000.0
732,Jane Campion,In the Cut,23700000.0,-150000.0
2010,Bryan Bertino,The Strangers,82400000.0,32200000.0
179,Robert Adetuyi,Turn It Up,1247949.0,-12376025.5
1194,Josh Stolberg,Kids in America,537667.0,-481166.5
1033,Stephen Hillenburg,The SpongeBob SquarePants Movie,140200000.0,40100000.0
1842,Austin Chick,August,12636.0,-3393682.0
1028,Jessy Terrero,Soul Plane,14800000.0,-8600000.0
20,Christopher Guest,Best in Show,20800000.0,400000.0
770,Christopher Guest,A Mighty Wind,18700000.0,3350000.0
1403,Christopher Guest,For Your Consideration,5900000.0,-9050000.0
1377,David Frankel,The Devil Wears Prada,326500000.0,122250000.0
1941,David Frankel,Marley & Me,247800000.0,63900000.0
2530,David Frankel,The Big Year,7400000.0,-37300000.0
2822,David Frankel,Hope Springs,114300000.0,27150000.0
1883,Nathan Frankowski,Expelled: No Intelligence Allowed,7700000.0,350000.0
1713,Harvey Glazer,Kickin' It Old Skool,4700000.0,-23350000.0
2375,Anna Boden,It's Kind of a Funny Story,6500000.0,-4750000.0
2780,Whit Stillman,Damsels in Distress,1220699.0,-2389650.5
3552,Whit Stillman,Love & Friendship,19700000.0,6850000.0
1248,Frederik Du Chau,Racing Stripes,90800000.0,15400000.0
1815,Frederik Du Chau,Underdog,65300000.0,7650000.0
1244,Jane Anderson,"The Prize Winner of Defiance, Ohio",689028.0,-11655486.0
56,Pixote Hunt,Fantasia 2000,90900000.0,-34550000.0
57,Pixote Hunt,Fantasia 2000,90900000.0,-34550000.0
1738,Michael Winterbottom,A Mighty Heart,18935657.0,-6532171.5
2387,Michael Winterbottom,The Killer Inside Me,3977192.0,-11011404.0
181,M Night Shyamalan,Unbreakable,248100000.0,49050000.0
580,M Night Shyamalan,Signs,408200000.0,132100000.0
1057,M Night Shyamalan,The Village,256700000.0,68350000.0
1451,M Night Shyamalan,Lady in the Water,72800000.0,-33600000.0
1906,M Night Shyamalan,The Happening,163400000.0,33700000.0
2391,M Night Shyamalan,The Last Airbender,319700000.0,9850000.0
2945,M Night Shyamalan,After Earth,243800000.0,-8100000.0
3147,Matt Orlando,A Resurrection,10730.0,-4994635.0
2924,Bjrn Stein,Underworld: Awakening,160100000.0,10050000.0
932,Nick Hamm,Godsend,30114487.0,-9942756.5
234,Gregor Jordan,Buffalo Soldiers,2300684.0,-13849658.0
2152,Gregor Jordan,The Informers,382174.0,-17808913.0
559,Donovan Cook Codirector,Return to Never Land,109900000.0,34950000.0
2450,Floria Sigismondi,The Runaways,4681651.0,-7659174.5
1039,Morgan Spurlock,Super Size Me,22200000.0,11035000.0
2584,Morgan Spurlock,POM Wonderful Presents: The Greatest Movie Ever Sold,700000.0,-1150000.0
3121,Morgan Spurlock,One Direction: This Is Us,68500000.0,24250000.0
980,Gavin OConnor,Miracle,64400000.0,4200000.0
1967,Gavin OConnor,Pride and Glory,31148328.0,-14425836.0
2709,Gavin OConnor,Warrior,23100000.0,-13450000.0
3502,Gavin OConnor,Jane Got a Gun,3000000.0,-23500000.0
3617,Gavin OConnor,The Accountant,154700000.0,33350000.0
2885,Peter Ramsey,Rise of the Guardians,306900000.0,8450000.0
140,John Frankenheimer,Reindeer Games,32168970.0,-25915515.0
1521,Sylvester Stallone,Rocky Balboa,155721132.0,53860566.0
1977,Sylvester Stallone,Rambo,113200000.0,6600000.0
2336,Sylvester Stallone,The Expendables,274500000.0,55250000.0
2337,Sylvester Stallone,The Expendables,274500000.0,55250000.0
791,Peter Hedges,Pieces of April,3272028.0,1336014.0
1643,Peter Hedges,Dan in Real Life,68400000.0,9200000.0
2858,Peter Hedges,The Odd Life of Timothy Green,56000000.0,3000000.0
1733,Ira Sachs,Married Life,2843997.0,-10578001.5
651,Kyle Rankin,The Battle of Shaker Heights,280351.0,-859824.5
423,Kevin Bray,All About the Benjamins,26306533.0,-1846733.5
1058,Kevin Bray,Walking Tall,57223890.0,-17388055.0
1059,Kevin Bray,Walking Tall,57223890.0,-17388055.0
172,Jack Sholder,Supernova,14828081.0,-52585959.5
3135,Klay Hall,Planes,239300000.0,69650000.0
3136,Klay Hall,Planes,239300000.0,69650000.0
1523,Phil Nibbelink,Romeo & Juliet: Sealed with a Kiss,463002.0,-1768499.0
2868,Alex Kurtzman,People Like Us,12600000.0,-9700000.0
712,John Hoffman,Good Boy!,45300000.0,4650000.0
1518,Richard Glatzer,Quincea̱era,2500000.0,850000.0
449,Eli Roth,Cabin Fever,30600000.0,13800000.0
1172,Eli Roth,Hostel,80600000.0,35500000.0
1173,Eli Roth,Hostel,80600000.0,35500000.0
1678,Eli Roth,Grindhouse,25400000.0,-40300000.0
1695,Eli Roth,Hostel: Part II,35600000.0,7600000.0
3034,Eli Roth,The Green Inferno,12700000.0,1350000.0
3276,Michael Tully,Ping Pong Summer,52909.0,-973545.5
1854,Darnell Martin,Cadillac Records,8880045.0,-7559977.5
422,Ron Underwood,The Adventures of Pluto Nash,7100000.0,-96450000.0
3383,Kate BarkerFroyland,Song One,32251.0,-5983874.5
133,Carlos vila,Price of Glory,3548556.0,-16225722.0
1823,Stewart Hendler,Whisper,5285197.0,-9357401.5
2232,Stewart Hendler,Sorority Row,27200000.0,1100000.0
3619,Stewart Hendler,Max Steel,6300000.0,-6850000.0
1932,Marco Schnabel,The Love Guru,40900000.0,-41550000.0
796,Rick de Oliveira,The Real Cancun,5300000.0,-4850000.0
1142,Robert Schwentke,Flightplan,223400000.0,61700000.0
2251,Robert Schwentke,The Time Traveler's Wife,101300000.0,11650000.0
2443,Robert Schwentke,Red,199000000.0,41500000.0
3146,Robert Schwentke,Red,199000000.0,41500000.0
3149,Robert Schwentke,R.I.P.D.,78300000.0,-64250000.0
3415,Robert Schwentke,The Divergent Series: Insurgent,297300000.0,38650000.0
3523,Robert Schwentke,The Divergent Series: Allegiant,179200000.0,-20400000.0
241,Rob Pritts,Corky Romano,23900000.0,950000.0
114,John Schlesinger,The Next Best Thing,24362772.0,-12818614.0
1737,Tony Gilroy,Michael Clayton,92900000.0,21450000.0
2098,Tony Gilroy,Duplicity,78100000.0,-20950000.0
2757,Tony Gilroy,The Bourne Legacy,276100000.0,13050000.0
3584,Tony Gilroy,Bourne,1636988243.0,328494121.5
33,John Waters,Cecil B. Demented,2000000.0,-9000000.0
910,John Waters,A Dirty Shame,1900000.0,-14050000.0
1680,John Waters,Hairspray 1960 film,8300000.0,2150000.0
3310,Patrick Hughes,The Expendables 3,214600000.0,17300000.0
2773,Lilly Wachowski,Cloud Atlas,130500000.0,-63250000.0
1744,David Dobkin uncredited,Mr. Woodcock,33600000.0,-5200000.0
296,John Pasquin,Joe Somebody,24516772.0,-25741614.0
1226,John Pasquin,Miss Congeniality 2: Armed and Fabulous,101393569.0,-9303215.5
2539,Roman Polanski,Carnage,27600000.0,-11200000.0
2512,Alastair Fothergill,African Cats,30900000.0,10450000.0
2770,Alastair Fothergill,Chimpanzee,34800000.0,12400000.0
532,Mark Pellington,The Mothman Prophecies,55100000.0,-4450000.0
2021,Mark Pellington,U2 3D,26200000.0,-1900000.0
1266,Ken Kwapis,The Sisterhood of the Traveling Pants,42013878.0,-3993061.0
1267,Ken Kwapis,The Sisterhood of the Traveling Pants,42013878.0,-3993061.0
1721,Ken Kwapis,License to Wed,69307224.0,-346388.0
2135,Ken Kwapis,He's Just Not That Into You,181100000.0,50550000.0
2756,Ken Kwapis,Big Miracle,24700000.0,-27650000.0
2687,Sam Peckinpah,Straw Dogs,8000000.0,1800000.0
27,Don Roos,Bounce,53425292.0,-8287354.0
2740,David Brooks,ATM,1000000.0,-2500000.0
416,Michael Lehmann,40 Days and 40 Nights,95100000.0,30550000.0
1614,Michael Lehmann,Because I Said So,69485490.0,-4257255.0
1470,Tyler Perry,Madea's Family Reunion,63300000.0,25650000.0
1944,Tyler Perry,Tyler Perry's Meet the Browns,41975388.0,987694.0
2140,Tyler Perry,I Can Do Bad All By Myself,51733921.0,6866960.5
2141,Tyler Perry,Madea Goes to Jail,90508336.0,27754168.0
2176,Tyler Perry,Madea Goes to Jail,90508336.0,27754168.0
2344,Tyler Perry,For Colored Girls,38000000.0,-2000000.0
2497,Tyler Perry,Why Did I Get Married Too?,60095852.0,10047926.0
2627,Tyler Perry,Madea's Big Happy Family,54161287.0,2080643.5
2814,Tyler Perry,Good Deeds,35600000.0,3800000.0
2847,Tyler Perry,Madea's Witness Protection,66900000.0,13450000.0
3102,Tyler Perry,A Madea Christmas,53400000.0,1700000.0
3232,Tyler Perry,The Single Moms Club,16300000.0,150000.0
3623,Tyler Perry,Boo! A Madea Halloween,74800000.0,17400000.0
1917,Martin McDonagh,In Bruges,34500000.0,2250000.0
148,Stig Bergqvist,Rugrats in Paris: The Movie,103300000.0,21650000.0
149,Stig Bergqvist,Rugrats in Paris: The Movie,103300000.0,21650000.0
728,Robert Benton,The Human Stain,24863804.0,-17568098.0
3332,John R Leonetti,Annabelle,256900000.0,121950000.0
3464,Kyle Balda,Minions,1159000000.0,505500000.0
2237,Kevin Macdonald,State of Play,87812371.0,-16093814.5
2566,Kevin Macdonald,The Eagle,35500000.0,-7250000.0
244,John Cornell,Crocodile Dundee II,239600000.0,105800000.0
48,Nick Gomez,Drowning Mona,15900000.0,-29050000.0
2234,David Mackenzie,Spread,12032983.0,1226791.5
872,George Armitage,The Big Bounce,6800000.0,-46600000.0
774,David Zucker,My Boss' Daughter,18191005.0,-4904497.5
802,David Zucker,Scary Movie 3,220700000.0,62350000.0
803,David Zucker,Scary Movie 3,220700000.0,62350000.0
1531,David Zucker,Scary Movie 4,178300000.0,49150000.0
1532,David Zucker,Scary Movie 4,178300000.0,49150000.0
1839,David Zucker,An American Carol,7013191.0,-16493404.5
2778,Adam Sherman,Crazy Eyes,6106.0,-9996947.0
1758,Franck Khalfoun,P2,7700000.0,350000.0
2492,Jake Scott,Welcome to the Rileys,317382.0,-9841309.0
1120,Mike Bigelow,Deuce Bigalow 2: European Gigolo,45100000.0,550000.0
2108,Dito Montiel,Fighting,32474120.0,-8762940.0
