,title_clean,profit_class,revenues_clean,gross_profit,return,costs_clean,release_date,release_week,length_clean,main_topic,site,number_topic
531,Moonlight Mile,0.0,10000000.0,-16000000.0,-0.761904761905,21000000.0,2002-10-04,40.0,117,lda_topic_497,https://en.wikipedia.org/wiki/Moonlight_Mile_(film),50
532,The Mothman Prophecies,0.0,55100000.0,-4450000.0,-0.1390625,32000000.0,2002-01-25,4.0,119,lda_topic_68,https://en.wikipedia.org/wiki/The_Mothman_Prophecies_(film),53
533,Mr Deeds,1.0,171300000.0,35650000.0,0.713,50000000.0,2002-06-28,26.0,96,lda_topic_497,https://en.wikipedia.org/wiki/Mr._Deeds,50
534,Mr. Deeds Goes to Town,0.0,1000000.0,-345710.0,-0.40878078774,845710.0,1936-04-16,16.0,115,lda_topic_330,https://en.wikipedia.org/wiki/Mr._Deeds_Goes_to_Town,22
535,Murder by Numbers,0.0,56714147.0,-21642926.5,-0.43285853,50000000.0,2002-04-19,16.0,120.0,lda_topic_68,https://en.wikipedia.org/wiki/Murder_by_Numbers,53
536,Narc,0.0,12600000.0,-200000.0,-0.0307692307692,6500000.0,2003-01-10,2.0,102.0,lda_topic_68,https://en.wikipedia.org/wiki/Narc_(film),53
537,National Lampoon's Van Wilder,1.0,38300000.0,14150000.0,2.83,5000000.0,2002-04-05,14.0,931,lda_topic_497,https://en.wikipedia.org/wiki/National_Lampoon%27s_Van_Wilder,50
539,New Best Friend,,46375.0,,,,2002-04-12,15.0,91,lda_topic_497,https://en.wikipedia.org/wiki/New_Best_Friend,50
540,The New Guy,1.0,31167388.0,2583694.0,0.198745692308,13000000.0,2002-05-10,19.0,881,lda_topic_109,https://en.wikipedia.org/wiki/The_New_Guy,2
541,Nicholas Nickleby,0.0,3700000.0,-8150000.0,-0.815,10000000.0,2003-06-27,26.0,132.0,lda_topic_68,https://en.wikipedia.org/wiki/Nicholas_Nickleby_(2002_film),53
542,One Hour Photo,1.0,52200000.0,14100000.0,1.175,12000000.0,2002-09-13,37.0,96,lda_topic_77,https://en.wikipedia.org/wiki/One_Hour_Photo,55
543,Orange County,1.0,43325009.0,3662504.5,0.203472472222,18000000.0,2002-01-11,2.0,81,lda_topic_497,https://en.wikipedia.org/wiki/Orange_County_(film),50
544,Paid in Full,,3090862.0,,,,2002-10-25,43.0,97,lda_topic_497,https://en.wikipedia.org/wiki/Paid_in_Full_(2002_film),50
545,Panic Room,1.0,196400000.0,50200000.0,1.04583333333,48000000.0,2002-03-29,13.0,112,lda_topic_68,https://en.wikipedia.org/wiki/Panic_Room_(film),53
546,Personal Velocity: Three Portraits,1.0,811299.0,280649.5,2.245196,125000.0,2002-11-22,47.0,86,lda_topic_68,https://en.wikipedia.org/wiki/Personal_Velocity:_Three_Portraits,53
547,Pinocchio,,41300000.0,,,,2002-12-25,52.0,108,lda_topic_497,https://en.wikipedia.org/wiki/Pinocchio_(2002_film),50
548,Poolhall Junkies,0.0,563711.0,-3718144.5,-0.929536125,4000000.0,2003-02-28,9.0,94,lda_topic_68,https://en.wikipedia.org/wiki/Poolhall_Junkies,53
550,Possession,0.0,14815898.0,-17592051.0,-0.70368204,25000000.0,,,102,lda_topic_497,https://en.wikipedia.org/wiki/Possession_(2002_film),50
551,The Powerpuff Girls Movie,0.0,16400000.0,-2800000.0,-0.254545454545,11000000.0,2002-07-03,27.0,73,lda_topic_77,https://en.wikipedia.org/wiki/The_Powerpuff_Girls_Movie,55
552,Pumpkin,,308552.0,,,,2002-06-28,26.0,117,lda_topic_229,https://en.wikipedia.org/wiki/Pumpkin_(film),11
553,Punch-Drunk Love,0.0,24700000.0,-12650000.0,-0.506,25000000.0,2002-11-01,44.0,95,lda_topic_68,https://en.wikipedia.org/wiki/Punch-Drunk_Love,53
554,Queen of the Damned,0.0,45500000.0,-12250000.0,-0.35,35000000.0,2002-04-04,14.0,101,lda_topic_68,https://en.wikipedia.org/wiki/Queen_of_the_Damned_(film),53
555,The Quiet American,0.0,27674124.0,-16162938.0,-0.5387646,30000000.0,2003-05-22,21.0,101,lda_topic_497,https://en.wikipedia.org/wiki/The_Quiet_American_(2002_film),50
556,Real Women Have Curves,,7777790.0,,,,2002-10-18,42.0,93,lda_topic_497,https://en.wikipedia.org/wiki/Real_Women_Have_Curves,50
557,Red Dragon,1.0,209100000.0,26550000.0,0.340384615385,78000000.0,2002-10-04,40.0,124.0,lda_topic_68,https://en.wikipedia.org/wiki/Red_Dragon_(film),53
558,Reign of Fire,0.0,82150000.0,-18925000.0,-0.315416666667,60000000.0,2002-07-12,28.0,102.0,lda_topic_497,https://en.wikipedia.org/wiki/Reign_of_Fire_(film),50
559,Return to Never Land,1.0,109900000.0,34950000.0,1.7475,20000000.0,2002-02-15,7.0,721,lda_topic_497,https://en.wikipedia.org/wiki/Return_to_Never_Land,50
560,Peter Pan,1.0,87400000.0,39700000.0,9.925,4000000.0,1953-02-05,6.0,76,lda_topic_345,https://en.wikipedia.org/wiki/Peter_Pan_(1953_film),25
561,The Ring,1.0,249300000.0,76650000.0,1.596875,48000000.0,2002-10-18,42.0,115.0,lda_topic_429,https://en.wikipedia.org/wiki/The_Ring_(2002_film),40
563,Road to Perdition,1.0,181000000.0,10500000.0,0.13125,80000000.0,2002-07-12,28.0,117,lda_topic_330,https://en.wikipedia.org/wiki/Road_to_Perdition,22
564,Roger Dodger,,1934497.0,,,,2002-10-25,43.0,106,lda_topic_68,https://en.wikipedia.org/wiki/Roger_Dodger_(film),53
565,Rollerball,0.0,25900000.0,-57050000.0,-0.815,70000000.0,2002-02-08,6.0,981,lda_topic_497,https://en.wikipedia.org/wiki/Rollerball_(2002_film),50
566,The Rookie,1.0,80700000.0,18350000.0,0.834090909091,22000000.0,2002-03-29,13.0,127,lda_topic_109,https://en.wikipedia.org/wiki/The_Rookie_(2002_film),2
567,The Rules of Attraction,1.0,11819244.0,1909622.0,0.4774055,4000000.0,2002-10-11,41.0,110.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Rules_of_Attraction_(film),50
568,Simone,0.0,19600000.0,-200000.0,-0.02,10000000.0,2002-08-23,34.0,118,lda_topic_497,https://en.wikipedia.org/wiki/S1m0ne,50
569,The Salton Sea,0.0,1000000.0,-17500000.0,-0.972222222222,18000000.0,2002-04-26,17.0,103,lda_topic_68,https://en.wikipedia.org/wiki/The_Salton_Sea_(2002_film),53
570,The Santa Clause 2,1.0,172900000.0,21450000.0,0.33,65000000.0,2002-11-01,44.0,104,lda_topic_330,https://en.wikipedia.org/wiki/The_Santa_Clause_2,22
572,Scooby-Doo,1.0,275700000.0,53850000.0,0.641071428571,84000000.0,2002-06-14,24.0,861,lda_topic_182,https://en.wikipedia.org/wiki/Scooby-Doo_(film),8
574,The Scorpion King,1.0,165300000.0,22650000.0,0.3775,60000000.0,2002-04-19,16.0,92,lda_topic_497,https://en.wikipedia.org/wiki/The_Scorpion_King,50
575,The Secret Lives of Dentists,,3707201.0,,,,2002-09-09,37.0,104,lda_topic_497,https://en.wikipedia.org/wiki/The_Secret_Lives_of_Dentists,50
576,Secretary,1.0,9300000.0,650000.0,0.1625,4000000.0,2002-09-20,38.0,111,lda_topic_68,https://en.wikipedia.org/wiki/Secretary_(film),53
577,Serving Sara,0.0,20146150.0,-18926925.0,-0.652652586207,29000000.0,2002-08-23,34.0,99,lda_topic_77,https://en.wikipedia.org/wiki/Serving_Sara,55
578,Showtime,0.0,77700000.0,-46150000.0,-0.542941176471,85000000.0,2002-03-15,11.0,95,lda_topic_68,https://en.wikipedia.org/wiki/Showtime_(film),53
579,The Singles Ward,1.0,1250798.0,125399.0,0.250798,500000.0,2002-02-01,5.0,102,lda_topic_497,https://en.wikipedia.org/wiki/The_Singles_Ward,50
580,Signs,1.0,408200000.0,132100000.0,1.83472222222,72000000.0,2002-08-02,31.0,107.0,lda_topic_77,https://en.wikipedia.org/wiki/Signs_(film),55
581,Slackers,0.0,6413915.0,-10793042.5,-0.770931607143,14000000.0,2002-02-01,5.0,86,lda_topic_68,https://en.wikipedia.org/wiki/Slackers_(film),53
582,Snow Dogs,1.0,115000000.0,24500000.0,0.742424242424,33000000.0,2002-01-18,3.0,99,lda_topic_497,https://en.wikipedia.org/wiki/Snow_Dogs_(film),50
583,Solaris,0.0,30000000.0,-32000000.0,-0.68085106383,47000000.0,2002-11-29,48.0,981,lda_topic_77,https://en.wikipedia.org/wiki/Solaris_(2002_film),55
584,Sorority Boys,0.0,12500000.0,-5750000.0,-0.479166666667,12000000.0,2002-03-22,12.0,93,lda_topic_497,https://en.wikipedia.org/wiki/Sorority_Boys,50
585,Spider-Man,1.0,821700000.0,270850000.0,1.93464285714,140000000.0,2002-05-03,18.0,121.0,lda_topic_378,https://en.wikipedia.org/wiki/Spider-Man_(2002_film),29
587,Spirit: Stallion of the Cimarron,0.0,122600000.0,-18700000.0,-0.23375,80000000.0,2002-05-24,21.0,841,lda_topic_77,https://en.wikipedia.org/wiki/Spirit:_Stallion_of_the_Cimarron,55
588,Spun,,411119.0,,,,2003-01-17,3.0,101,lda_topic_68,https://en.wikipedia.org/wiki/Spun,53
589,Spy Kids 2: The Island of Lost Dreams,1.0,119700000.0,21850000.0,0.575,38000000.0,2002-08-07,32.0,100.0,lda_topic_465,https://en.wikipedia.org/wiki/Spy_Kids_2:_The_Island_of_Lost_Dreams,44
595,Star Trek: Nemesis,0.0,67300000.0,-26350000.0,-0.439166666667,60000000.0,2002-12-13,50.0,116.0,lda_topic_77,https://en.wikipedia.org/wiki/Star_Trek_Nemesis,55
597,State Property,,2106838.0,,,,2002-01-18,3.0,88,lda_topic_497,https://en.wikipedia.org/wiki/State_Property_(film),50
598,Stealing Harvard,0.0,14300000.0,-17850000.0,-0.714,25000000.0,2002-09-13,37.0,85,lda_topic_330,https://en.wikipedia.org/wiki/Stealing_Harvard,22
599,Stolen Summer,0.0,134736.0,-1732632.0,-0.962573333333,1800000.0,2002-03-22,12.0,91,lda_topic_497,https://en.wikipedia.org/wiki/Stolen_Summer,50
601,Stuart Little 2,0.0,170000000.0,-35000000.0,-0.291666666667,120000000.0,2002-07-19,29.0,77,lda_topic_68,https://en.wikipedia.org/wiki/Stuart_Little_2,53
602,The Sum of All Fears,1.0,193900000.0,28950000.0,0.425735294118,68000000.0,2002-05-31,22.0,124.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Sum_of_All_Fears_(film),50
603,Sunshine State,,3369654.0,,,,2002-06-21,25.0,141,lda_topic_68,https://en.wikipedia.org/wiki/Sunshine_State_(film),53
604,The Sweetest Thing,0.0,68696770.0,-8651615.0,-0.201200348837,43000000.0,2002-04-26,17.0,90,lda_topic_497,https://en.wikipedia.org/wiki/The_Sweetest_Thing,50
605,Sweet Home Alabama,1.0,180600000.0,60300000.0,2.01,30000000.0,2002-09-27,39.0,109,lda_topic_497,https://en.wikipedia.org/wiki/Sweet_Home_Alabama_(film),50
606,Swept Away,0.0,1000000.0,-9500000.0,-0.95,10000000.0,2003-05-23,21.0,891,lda_topic_497,https://en.wikipedia.org/wiki/Swept_Away_(2002_film),50
607,Swimfan,1.0,34411240.0,7205620.0,0.720562,10000000.0,2002-09-06,36.0,85,lda_topic_497,https://en.wikipedia.org/wiki/Swimfan,50
608,Tadpole,1.0,3200241.0,1450120.5,9.66747,150000.0,2002-08-02,31.0,78,lda_topic_497,https://en.wikipedia.org/wiki/Tadpole_(film),50
609,They,0.0,16130385.0,-8934807.5,-0.525576911765,17000000.0,2002-11-27,48.0,89,lda_topic_68,https://en.wikipedia.org/wiki/They_(2002_film),53
610,Time Changer,0.0,1500711.0,-104644.5,-0.12239122807,855000.0,2002-10-25,43.0,95,lda_topic_68,https://en.wikipedia.org/wiki/Time_Changer,53
611,The Time Machine,0.0,123700000.0,-18150000.0,-0.226875,80000000.0,2002-03-08,10.0,96,lda_topic_77,https://en.wikipedia.org/wiki/The_Time_Machine_(2002_film),55
612,The Transporter,0.0,43900000.0,-2050000.0,-0.0854166666667,24000000.0,2002-10-23,43.0,921,lda_topic_330,https://en.wikipedia.org/wiki/The_Transporter,22
614,Trapped,0.0,13414416.0,-23292792.0,-0.7764264,30000000.0,,,106,lda_topic_68,https://en.wikipedia.org/wiki/Trapped_(2002_film),53
615,Treasure Planet,0.0,109600000.0,-85200000.0,-0.608571428571,140000000.0,2002-11-27,48.0,95,lda_topic_77,https://en.wikipedia.org/wiki/Treasure_Planet,55
616,The Trials of Henry Kissinger,,515678.0,,,,2002-06-14,24.0,80,lda_topic_497,https://en.wikipedia.org/wiki/The_Trials_of_Henry_Kissinger,50
617,The Truth About Charlie,0.0,7100000.0,-56450000.0,-0.940833333333,60000000.0,2002-10-25,43.0,104,lda_topic_497,https://en.wikipedia.org/wiki/The_Truth_About_Charlie,50
618,Charade,1.0,13474588.0,3737294.0,1.24576466667,3000000.0,1963-12-05,49.0,113,lda_topic_68,https://en.wikipedia.org/wiki/Charade_(1963_film),53
619,Tuck Everlasting,0.0,19344615.0,-5327692.5,-0.3551795,15000000.0,2002-10-11,41.0,96,lda_topic_68,https://en.wikipedia.org/wiki/Tuck_Everlasting_(2002_film),53
620,The Tuxedo,0.0,105000000.0,-7500000.0,-0.125,60000000.0,2002-09-27,39.0,98,lda_topic_497,https://en.wikipedia.org/wiki/The_Tuxedo,50
621,Two Weeks Notice,1.0,199000000.0,39500000.0,0.658333333333,60000000.0,2002-12-18,51.0,101,lda_topic_68,https://en.wikipedia.org/wiki/Two_Weeks_Notice,53
622,Undercover Brother,0.0,41600000.0,-4200000.0,-0.168,25000000.0,2002-05-31,22.0,88,lda_topic_68,https://en.wikipedia.org/wiki/Undercover_Brother,53
623,Undisputed,0.0,15220548.0,-7389726.0,-0.4926484,15000000.0,2002-08-23,34.0,96,lda_topic_497,https://en.wikipedia.org/wiki/Undisputed_(film),50
624,Unfaithful,1.0,119137784.0,9568892.0,0.19137784,50000000.0,2002-05-10,19.0,124,lda_topic_497,https://en.wikipedia.org/wiki/Unfaithful_(2002_film),50
625,Waking Up in Reno,,267109.0,,,,2002-10-25,43.0,91,lda_topic_68,https://en.wikipedia.org/wiki/Waking_Up_in_Reno,53
626,A Walk to Remember,1.0,47494916.0,11947458.0,1.01249644068,11800000.0,2002-01-25,4.0,102.0,lda_topic_497,https://en.wikipedia.org/wiki/A_Walk_to_Remember,50
627,We Were Soldiers,0.0,114660784.0,-17669608.0,-0.235594773333,75000000.0,2002-03-01,9.0,138.0,lda_topic_109,https://en.wikipedia.org/wiki/We_Were_Soldiers,2
628,Welcome to Collinwood,0.0,336620.0,-11831690.0,-0.985974166667,12000000.0,2002-10-18,42.0,86,lda_topic_68,https://en.wikipedia.org/wiki/Welcome_to_Collinwood,53
629,White Oleander,0.0,21672284.0,-5163858.0,-0.322741125,16000000.0,2002-10-11,41.0,109,lda_topic_68,https://en.wikipedia.org/wiki/White_Oleander_(film),53
630,The Wild Thornberrys Movie,1.0,60700000.0,5350000.0,0.214,25000000.0,2002-12-20,51.0,85,lda_topic_77,https://en.wikipedia.org/wiki/The_Wild_Thornberrys_Movie,55
631,Windtalkers,0.0,77600000.0,-76200000.0,-0.662608695652,115000000.0,2002-06-14,24.0,134.0,lda_topic_77,https://en.wikipedia.org/wiki/Windtalkers,55
632,xXx,1.0,277400000.0,68700000.0,0.981428571429,70000000.0,2002-08-09,32.0,132.0,lda_topic_465,https://en.wikipedia.org/wiki/XXx_(film),44
633,Zig Zag,,2418.0,,,,2002-07-09,28.0,101,lda_topic_68,https://en.wikipedia.org/wiki/Zig_Zag_(2002_film),53
634,2 Fast 2 Furious,1.0,236300000.0,42150000.0,0.554605263158,76000000.0,2003-06-06,23.0,108,lda_topic_68,https://en.wikipedia.org/wiki/2_Fast_2_Furious,53
636,21 Grams,1.0,60400000.0,10200000.0,0.51,20000000.0,2004-01-19,4.0,124.0,lda_topic_497,https://en.wikipedia.org/wiki/21_Grams,50
637,Agent Cody Banks,1.0,58700000.0,1350000.0,0.0482142857143,28000000.0,2003-03-14,11.0,102,lda_topic_411,https://en.wikipedia.org/wiki/Agent_Cody_Banks,38
639,Alex & Emma,0.0,15368897.0,-22315551.5,-0.743851716667,30000000.0,,,96,lda_topic_68,https://en.wikipedia.org/wiki/Alex_%26_Emma,53
640,All the Real Girls,0.0,548712.0,-2225644.0,-0.8902576,2500000.0,2003-02-14,7.0,108,lda_topic_68,https://en.wikipedia.org/wiki/All_the_Real_Girls,53
641,American Splendor,1.0,7986084.0,1993042.0,0.996521,2000000.0,2003-08-15,33.0,101.0,lda_topic_497,https://en.wikipedia.org/wiki/American_Splendor_(film),50
642,American Wedding,1.0,231449203.0,60724601.5,1.10408366364,55000000.0,2003-08-01,31.0,962,lda_topic_497,https://en.wikipedia.org/wiki/American_Wedding,50
644,Anger Management,1.0,195700000.0,22850000.0,0.304666666667,75000000.0,2003-04-11,15.0,106,lda_topic_497,https://en.wikipedia.org/wiki/Anger_Management_(film),50
645,Anything Else,0.0,13585075.0,-11207462.5,-0.622636805556,18000000.0,2003-09-19,38.0,108,lda_topic_497,https://en.wikipedia.org/wiki/Anything_Else,50
646,Baadasssss!,,365727.0,,,,2004-05-28,22.0,108,lda_topic_497,https://en.wikipedia.org/wiki/BAADASSSSS!,50
647,Bad Boys II,1.0,273300000.0,6650000.0,0.0511538461538,130000000.0,2003-07-18,29.0,147.0,lda_topic_68,https://en.wikipedia.org/wiki/Bad_Boys_II,53
648,Bad Boys,1.0,141400000.0,47700000.0,2.07391304348,23000000.0,1995-04-07,14.0,119.0,lda_topic_497,https://en.wikipedia.org/wiki/Bad_Boys_(1995_film),50
649,Bad Santa,1.0,76500000.0,15250000.0,0.663043478261,23000000.0,2003-11-26,48.0,91,lda_topic_17,https://en.wikipedia.org/wiki/Bad_Santa,7
650,Basic,0.0,42800000.0,-28600000.0,-0.572,50000000.0,,,98,lda_topic_68,https://en.wikipedia.org/wiki/Basic_(film),53
651,The Battle of Shaker Heights,0.0,280351.0,-859824.5,-0.8598245,1000000.0,2003-08-22,34.0,771,lda_topic_68,https://en.wikipedia.org/wiki/The_Battle_of_Shaker_Heights,53
652,Beyond Borders,0.0,11705002.0,-29147499.0,-0.832785685714,35000000.0,2003-10-24,43.0,127,lda_topic_68,https://en.wikipedia.org/wiki/Beyond_Borders_(film),53
653,Big Fish,0.0,122900000.0,-8550000.0,-0.122142857143,70000000.0,2003-12-10,50.0,125,lda_topic_497,https://en.wikipedia.org/wiki/Big_Fish,50
654,Biker Boyz,0.0,23510601.0,-12244699.5,-0.5101958125,24000000.0,,,111,lda_topic_345,https://en.wikipedia.org/wiki/Biker_Boyz,25
655,Boat Trip,0.0,15000000.0,-12500000.0,-0.625,20000000.0,2003-03-21,12.0,94,lda_topic_68,https://en.wikipedia.org/wiki/Boat_Trip_(film),53
656,Bringing Down the House,1.0,164700000.0,49350000.0,1.49545454545,33000000.0,2003-03-07,10.0,105,lda_topic_497,https://en.wikipedia.org/wiki/Bringing_Down_the_House_(film),50
657,Brother Bear,1.0,250400000.0,79200000.0,1.72173913043,46000000.0,2003-11-01,44.0,85,lda_topic_77,https://en.wikipedia.org/wiki/Brother_Bear,55
658,The Brown Bunny,,402599.0,,,,2004-08-27,35.0,1189.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Brown_Bunny,50
659,Bruce Almighty,1.0,484600000.0,161300000.0,1.99135802469,81000000.0,2003-05-23,21.0,101.0,lda_topic_497,https://en.wikipedia.org/wiki/Bruce_Almighty,50
661,Bulletproof Monk,0.0,37700000.0,-33150000.0,-0.6375,52000000.0,2003-04-16,16.0,104,lda_topic_481,https://en.wikipedia.org/wiki/Bulletproof_Monk,46
662,Camp,,2650356.0,,,,2003-07-25,30.0,111.0,lda_topic_497,https://en.wikipedia.org/wiki/Camp_(2003_film),50
663,Casa de los Babys,0.0,475940.0,-562030.0,-0.7025375,800000.0,2003-09-19,38.0,95,lda_topic_497,https://en.wikipedia.org/wiki/Casa_de_los_Babys,50
664,Dr. Seuss' The Cat in the Hat,0.0,134000000.0,-42000000.0,-0.385321100917,109000000.0,2003-11-21,47.0,821,lda_topic_497,https://en.wikipedia.org/wiki/The_Cat_in_the_Hat_(film),50
665,Charlie's Angels: Full Throttle,1.0,259100000.0,9550000.0,0.0795833333333,120000000.0,2003-06-27,26.0,106.0,lda_topic_68,https://en.wikipedia.org/wiki/Charlie%27s_Angels:_Full_Throttle,53
666,Cheaper by the Dozen,1.0,190200000.0,55100000.0,1.3775,40000000.0,2003-12-25,52.0,98,lda_topic_68,https://en.wikipedia.org/wiki/Cheaper_by_the_Dozen_(2003_film),53
668,Coffee and Cigarettes,,7900000.0,,,,,,95,lda_topic_68,https://en.wikipedia.org/wiki/Coffee_and_Cigarettes,53
669,Cold Creek Manor,,29100000.0,,,,2003-09-19,38.0,118.0,lda_topic_497,https://en.wikipedia.org/wiki/Cold_Creek_Manor,50
670,Cold Mountain,1.0,173000000.0,7500000.0,0.0949367088608,79000000.0,2003-12-25,52.0,154,lda_topic_68,https://en.wikipedia.org/wiki/Cold_Mountain_(film),53
671,The Company,0.0,6401690.0,-11799155.0,-0.786610333333,15000000.0,2003-12-26,52.0,112,lda_topic_497,https://en.wikipedia.org/wiki/The_Company_(film),50
672,Confidence,0.0,23000000.0,-3500000.0,-0.233333333333,15000000.0,2003-04-25,17.0,97,lda_topic_497,https://en.wikipedia.org/wiki/Confidence_(2003_film),50
673,The Cooler,1.0,10464788.0,1232394.0,0.3080985,4000000.0,2003-11-26,48.0,101,lda_topic_68,https://en.wikipedia.org/wiki/The_Cooler,53
674,The Core,0.0,74000000.0,-48000000.0,-0.564705882353,85000000.0,2003-03-28,13.0,135,lda_topic_77,https://en.wikipedia.org/wiki/The_Core,55
675,Cradle 2 the Grave,1.0,56489558.0,3244779.0,0.12979116,25000000.0,2003-02-28,9.0,101,lda_topic_68,https://en.wikipedia.org/wiki/Cradle_2_the_Grave,53
676,Crime Spree,,2294823.0,,,,2003-09-19,38.0,98,lda_topic_497,https://en.wikipedia.org/wiki/Crime_Spree,50
677,Daddy Day Care,1.0,164400000.0,22200000.0,0.37,60000000.0,2003-05-09,19.0,96,lda_topic_497,https://en.wikipedia.org/wiki/Daddy_Day_Care,50
679,Daredevil,1.0,179200000.0,11600000.0,0.148717948718,78000000.0,2003-02-14,7.0,103.0,lda_topic_100,https://en.wikipedia.org/wiki/Daredevil_(film),0
681,Darkness Falls,1.0,47500000.0,12750000.0,1.15909090909,11000000.0,2003-01-24,4.0,86,lda_topic_497,https://en.wikipedia.org/wiki/Darkness_Falls_(2003_film),50
682,Deliver Us from Eva,,22573594.0,,,,2003-02-07,6.0,105,lda_topic_68,https://en.wikipedia.org/wiki/Deliver_Us_from_Eva,53
683,Dickie Roberts: Former Child Star,0.0,23800000.0,-5100000.0,-0.3,17000000.0,2003-09-05,36.0,98,lda_topic_497,https://en.wikipedia.org/wiki/Dickie_Roberts:_Former_Child_Star,50
684,Le Divorce,,13000000.0,,,,2003-08-08,32.0,117,lda_topic_497,https://en.wikipedia.org/wiki/Le_Divorce,50
686,Down with Love,0.0,39500000.0,-15250000.0,-0.435714285714,35000000.0,2003-10-03,40.0,94,lda_topic_497,https://en.wikipedia.org/wiki/Down_with_Love,50
687,Dreamcatcher,0.0,75700000.0,-30150000.0,-0.443382352941,68000000.0,2003-03-21,12.0,133.0,lda_topic_77,https://en.wikipedia.org/wiki/Dreamcatcher_(2003_film),55
688,Dumb and Dumberer: When Harry Met Lloyd,1.0,39300000.0,650000.0,0.0342105263158,19000000.0,2003-06-13,24.0,85,lda_topic_497,https://en.wikipedia.org/wiki/Dumb_and_Dumberer:_When_Harry_Met_Lloyd,50
689,Dumb and Dumber,1.0,247000000.0,106500000.0,6.26470588235,17000000.0,1994-12-16,50.0,107,lda_topic_378,https://en.wikipedia.org/wiki/Dumb_and_Dumber,29
691,Duplex,0.0,19300000.0,-30350000.0,-0.75875,40000000.0,2003-09-26,39.0,89,lda_topic_497,https://en.wikipedia.org/wiki/Duplex_(film),50
692,Dysfunktional Family,0.0,2255000.0,-1872500.0,-0.624166666667,3000000.0,2003-04-04,14.0,89,lda_topic_497,https://en.wikipedia.org/wiki/Dysfunktional_Family,50
693,Elephant,1.0,10000000.0,2000000.0,0.666666666667,3000000.0,2003-10-24,43.0,81,lda_topic_497,https://en.wikipedia.org/wiki/Elephant_(2003_film),50
695,Elf,1.0,220400000.0,77200000.0,2.33939393939,33000000.0,2003-11-07,45.0,97,lda_topic_330,https://en.wikipedia.org/wiki/Elf_(film),22
696,Fighting Temptations,0.0,32750821.0,-13624589.5,-0.454152983333,30000000.0,2003-09-19,38.0,123,lda_topic_497,https://en.wikipedia.org/wiki/The_Fighting_Temptations,50
697,Final Destination 2,1.0,90426405.0,19213202.5,0.738969326923,26000000.0,2003-01-31,5.0,90,lda_topic_68,https://en.wikipedia.org/wiki/Final_Destination_2,53
