,name,title_clean,revenues_clean,gross_profit,costs_clean
2640,Josh Charles,Muppets from Space,22300000.0,-12850000.0,24000000.0
1423,Dan Byrd,The Hills Have Eyes,69600000.0,19800000.0,15000000.0
1152,David Strathairn,"Good Night, and Good Luck.",56500000.0,21250000.0,7000000.0
1579,David Strathairn,We Are Marshall,43500000.0,-43250000.0,65000000.0
1620,David Strathairn,The Bourne Ultimatum,442800000.0,111400000.0,110000000.0
2002,David Strathairn,The Spiderwick Chronicles,162839667.0,-8580166.5,90000000.0
2474,David Strathairn,The Tempest,346594.0,-19826703.0,20000000.0
2839,David Strathairn,Lincoln,275300000.0,72650000.0,65000000.0
3266,David Strathairn,Godzilla,529100000.0,104550000.0,160000000.0
3407,David Strathairn,The Second Best Exotic Marigold Hotel,86000000.0,33000000.0,10000000.0
716,Nathaniel Parker,The Haunted Mansion,182300000.0,1150000.0,90000000.0
172,James Spader,Supernova,14828081.0,-52585959.5,60000000.0
187,James Spader,The Watcher,47267829.0,-6366085.5,30000000.0
576,James Spader,Secretary,9300000.0,650000.0,4000000.0
2229,James Spader,Shorts: The Adventures of the Wishing Rock,29000000.0,-5500000.0,20000000.0
3441,James Spader,Avengers: Age of Ultron,1405000000.0,386500000.0,316000000.0
652,Kate Ashfield,Beyond Borders,11705002.0,-29147499.0,35000000.0
63,Rachael Leigh Cook,Get Carter,19412993.0,-53893503.5,63600000.0
297,Rachael Leigh Cook,Josie and the Pussycats,14900000.0,-31550000.0,39000000.0
1619,Rachael Leigh Cook,Blonde Ambition,1530479.0,-39234760.5,40000000.0
1746,Rachael Leigh Cook,Nancy Drew,30700000.0,-4650000.0,20000000.0
176,Tom Attenborough,The Tigger Movie,96200000.0,33100000.0,15000000.0
90,Spencer Breslin,The Kid,110300000.0,-9850000.0,65000000.0
570,Spencer Breslin,The Santa Clause 2,172900000.0,21450000.0,65000000.0
664,Spencer Breslin,Dr. Seuss' The Cat in the Hat,134000000.0,-42000000.0,109000000.0
1008,Spencer Breslin,Raising Helen,49718611.0,-25140694.5,50000000.0
1527,Spencer Breslin,The Santa Clause 3: The Escape Clause,110800000.0,43400000.0,12000000.0
1538,Spencer Breslin,The Shaggy Dog,87100000.0,-6450000.0,50000000.0
1592,Spencer Breslin,Zoom,12500000.0,-28750000.0,35000000.0
1907,Spencer Breslin,Harold,13229.0,-3493385.5,3500000.0
1541,James Kirk,She's the Man,57200000.0,8600000.0,20000000.0
392,Steve Lemme,Super Troopers,23100000.0,10350000.0,1200000.0
1331,Steve Lemme,Beerfest,20387597.0,-7306201.5,17500000.0
926,Anthony Edwards,The Forgotten,117600000.0,16800000.0,42000000.0
1833,Anthony Edwards,Zodiac,84800000.0,-22600000.0,65000000.0
2185,Anthony Edwards,Motherhood,726354.0,-9636823.0,10000000.0
2343,Anthony Edwards,Flipped,1755212.0,-13122394.0,14000000.0
3135,Anthony Edwards,Planes,239300000.0,69650000.0,50000000.0
38,Lena Olin,Chocolat,152699946.0,51349973.0,25000000.0
554,Lena Olin,Queen of the Damned,45500000.0,-12250000.0,35000000.0
719,Lena Olin,Hollywood Homicide,51142659.0,-49428670.5,75000000.0
1612,Lena Olin,Awake,32700000.0,7750000.0,8600000.0
1979,Lena Olin,The Reader,108900000.0,22450000.0,32000000.0
2444,Lena Olin,Remember Me,56032889.0,12016444.5,16000000.0
3237,Dean Cain,God's Not Dead,62600000.0,29300000.0,2000000.0
1444,SteveO,Jackass Number Two,84600000.0,30800000.0,11500000.0
2377,SteveO,Jackass 3D,171700000.0,65850000.0,20000000.0
994,Elliott Gould,Ocean's Twelve,362700000.0,71350000.0,110000000.0
1756,Elliott Gould,Ocean's Thirteen,311300000.0,70650000.0,85000000.0
2908,Mark Valley,Stolen,17967746.0,-26016127.0,35000000.0
148,Tara Strong,Rugrats in Paris: The Movie,103300000.0,21650000.0,30000000.0
150,Tara Strong,The Rugrats Movie,140900000.0,46450000.0,24000000.0
551,Tara Strong,The Powerpuff Girls Movie,16400000.0,-2800000.0,11000000.0
3521,Beth Behrs,"Hello, My Name Is Doris",14700000.0,6350000.0,1000000.0
2762,Kristen Connolly,The Cabin in the Woods,66500000.0,3250000.0,30000000.0
2946,Ariel Levy,Aftershock,58510.0,-1970745.0,2000000.0
157,Jamie Kennedy,Scream 2,172400000.0,62200000.0,24000000.0
321,Jamie Kennedy,Max Keeble's Big Move,18600000.0,-15700000.0,25000000.0
756,Jamie Kennedy,Malibu's Most Wanted,34622504.0,2311252.0,15000000.0
1271,Jamie Kennedy,Son of the Mask,57600000.0,-55200000.0,84000000.0
550,Jennifer Ehle,Possession,14815898.0,-17592051.0,25000000.0
3385,Jennifer Ehle,Black or White,21700000.0,1850000.0,9000000.0
3395,Jennifer Ehle,Fifty Shades of Grey,571000000.0,245500000.0,40000000.0
2488,Jenn Proske,Vampires Suck,80500000.0,20250000.0,20000000.0
3610,Katie Crown,Storks,182400000.0,21200000.0,70000000.0
429,Anthony Quinn,Avenging Angelo,824597.0,-16587701.5,17000000.0
1204,Dame May Whitty,Lassie Come Home,4517000.0,1592500.0,666000.0
957,Abigail Breslin,Keane,394390.0,-652805.0,850000.0
1464,Abigail Breslin,Little Miss Sunshine,100500000.0,42250000.0,8000000.0
1751,Abigail Breslin,No Reservations,92601050.0,18300525.0,28000000.0
1956,Abigail Breslin,Nim's Island,100100000.0,13050000.0,37000000.0
2189,Abigail Breslin,My Sister's Keeper,95700000.0,17850000.0,30000000.0
2642,Abigail Breslin,New Year's Eve,142000000.0,15000000.0,56000000.0
2657,Abigail Breslin,Rango,245700000.0,-12150000.0,135000000.0
2955,Abigail Breslin,August: Osage County,74200000.0,100000.0,37000000.0
2978,Abigail Breslin,The Call,68600000.0,21300000.0,13000000.0
3007,Abigail Breslin,Ender's Game,125500000.0,-47250000.0,110000000.0
3445,Abigail Breslin,Maggie,1394052.0,-3802974.0,4500000.0
2501,Nate Corddry,Yogi Bear,201600000.0,20800000.0,80000000.0
1651,Armin MuellerStahl,Eastern Promises,56100000.0,-21950000.0,50000000.0
2040,Armin MuellerStahl,The X-Files,189200000.0,28600000.0,66000000.0
3069,Tobit Raphael,The Internship,93500000.0,-11250000.0,58000000.0
0,Glenn Close,102 Dalmatians,183600000.0,6800000.0,85000000.0
1,Glenn Close,101 Dalmatians,320600000.0,85300000.0,75000000.0
1169,Glenn Close,Hoodwinked!,110000000.0,47000000.0,8000000.0
1655,Glenn Close,Evening,20016753.0,-19991623.5,30000000.0
2599,Glenn Close,Hoodwinked Too! Hood vs. Evil,16960968.0,-21519516.0,30000000.0
3303,Glenn Close,Guardians of the Galaxy,773300000.0,154350000.0,232300000.0
3605,Wes Robinson,Blair Witch,45200000.0,17600000.0,5000000.0
255,Sylvester Stallone,Driven,54700000.0,-66650000.0,94000000.0
1521,Sylvester Stallone,Rocky Balboa,155721132.0,53860566.0,24000000.0
2336,Sylvester Stallone,The Expendables,274500000.0,55250000.0,82000000.0
2976,Sylvester Stallone,Bullet to the Head,21900000.0,-44050000.0,55000000.0
3012,Sylvester Stallone,Escape Plan,137300000.0,18650000.0,50000000.0
3310,Sylvester Stallone,The Expendables 3,214600000.0,17300000.0,90000000.0
3547,Sylvester Stallone,Ratchet & Clank,15000000.0,-12500000.0,20000000.0
2498,Shelley Waggener,Winter's Bone,16100000.0,6050000.0,2000000.0
60,Kristen Johnston,The Flintstones in Viva Rock Vegas,59500000.0,-53250000.0,83000000.0
1745,Kristen Johnston,Music and Lyrics,145900000.0,32950000.0,40000000.0
2073,Kristen Johnston,Bride Wars,114700000.0,27350000.0,30000000.0
647,Theresa Randle,Bad Boys II,273300000.0,6650000.0,130000000.0
648,Theresa Randle,Bad Boys,141400000.0,47700000.0,23000000.0
477,Denise Richards,Empire,18591272.0,5295636.0,4000000.0
622,Denise Richards,Undercover Brother,41600000.0,-4200000.0,25000000.0
802,Denise Richards,Scary Movie 3,220700000.0,62350000.0,48000000.0
1126,Clara Bellar,Dominion: Prequel to the Exorcist,251495.0,-29874252.5,30000000.0
2212,Aishwarya Rai Bachchan,The Pink Panther 2,75900000.0,-32050000.0,70000000.0
3049,Ken Stott,The Hobbit: The Desolation of Smaug,958400000.0,254200000.0,225000000.0
3050,Ken Stott,The Hobbit: An Unexpected Journey,1021000000.0,310500000.0,200000000.0
1523,Phil Nibbelink,Romeo & Juliet: Sealed with a Kiss,463002.0,-1768499.0,2000000.0
507,Madeleine Stowe,Impostor,8145549.0,-35927225.5,40000000.0
654,Derek Luke,Biker Boyz,23510601.0,-12244699.5,24000000.0
791,Derek Luke,Pieces of April,3272028.0,1336014.0,300000.0
927,Derek Luke,Friday Night Lights,62000000.0,1000000.0,30000000.0
1030,Derek Luke,Spartan,8112712.0,-18943644.0,23000000.0
1352,Derek Luke,Catch A Fire,5724236.0,-11137882.0,14000000.0
1409,Derek Luke,Glory Road,42900000.0,-8550000.0,30000000.0
1723,Derek Luke,Lions for Lambs,63200000.0,-3400000.0,35000000.0
2141,Derek Luke,Madea Goes to Jail,90508336.0,27754168.0,17500000.0
2202,Derek Luke,Notorious,44400000.0,2200000.0,20000000.0
2895,Derek Luke,Seeking a Friend for the End of the World,9600000.0,-5200000.0,10000000.0
1772,Nadia Bjorlin,Redline,8267379.0,-21866310.5,26000000.0
1602,Johnny Lewis,Aliens vs. Predator: Requiem,128900000.0,24450000.0,40000000.0
3565,Danielle Nicolet,Central Intelligence,217000000.0,58500000.0,50000000.0
12,Jamie Foxx,Bait,15471969.0,-43264015.5,51000000.0
75,Jamie Foxx,Held Up,4705631.0,-5647184.5,8000000.0
208,Jamie Foxx,Ali,87700000.0,-63150000.0,107000000.0
895,Jamie Foxx,Collateral,217800000.0,43900000.0,65000000.0
1189,Jamie Foxx,Jarhead,96900000.0,-23550000.0,72000000.0
1277,Jamie Foxx,Stealth,76900000.0,-96550000.0,135000000.0
1380,Jamie Foxx,Dreamgirls,154800000.0,-2600000.0,80000000.0
1476,Jamie Foxx,Miami Vice,163800000.0,-53100000.0,135000000.0
1715,Jamie Foxx,The Kingdom,86500000.0,-26750000.0,70000000.0
2169,Jamie Foxx,Law Abiding Citizen,126700000.0,10350000.0,53000000.0
2231,Jamie Foxx,The Soloist,38300000.0,-40850000.0,60000000.0
2330,Jamie Foxx,Due Date,211800000.0,40900000.0,65000000.0
2487,Jamie Foxx,Valentine's Day,216500000.0,56250000.0,52000000.0
2601,Jamie Foxx,Horrible Bosses,209600000.0,69800000.0,35000000.0
2662,Jamie Foxx,Rio,484600000.0,152300000.0,90000000.0
2793,Jamie Foxx,Django Unchained,425400000.0,112700000.0,100000000.0
3193,Jamie Foxx,White House Down,206000000.0,-47000000.0,150000000.0
3247,Jamie Foxx,Rio 2,500100000.0,147050000.0,103000000.0
3358,Jamie Foxx,Horrible Bosses 2,107700000.0,-3150000.0,57000000.0
3365,Jamie Foxx,Annie,133800000.0,1900000.0,65000000.0
136,Matt Keeslar,Psycho Beach Party,268117.0,-1365941.5,1500000.0
155,Matt Keeslar,Scream 3,161800000.0,40900000.0,40000000.0
1320,Matt Keeslar,Art School Confidential,3306629.0,-3346685.5,5000000.0
2569,Chris Bridges,Fast Five,626100000.0,188050000.0,125000000.0
3423,Chris Bridges,Furious 7,1516000000.0,568000000.0,190000000.0
508,Al Pacino,Insomnia,113700000.0,10850000.0,46000000.0
568,Al Pacino,Simone,19600000.0,-200000.0,10000000.0
797,Al Pacino,The Recruit,101200000.0,4600000.0,46000000.0
976,Al Pacino,The Merchant of Venice,21417725.0,-19291137.5,30000000.0
1837,Al Pacino,88 Minutes,32593385.0,-13703307.5,30000000.0
1984,Al Pacino,Righteous Kill,78460699.0,-20769650.5,60000000.0
2611,Al Pacino,Jack and Jill,149700000.0,-4150000.0,79000000.0
2682,Al Pacino,The Son of No One,1100000.0,-14450000.0,15000000.0
3414,Al Pacino,Danny Collins,8200000.0,-5900000.0,10000000.0
2808,Thomas Mann,Fun Size,11400000.0,-8300000.0,14000000.0
2874,Thomas Mann,Project X,102700000.0,39350000.0,12000000.0
3041,Thomas Mann,Hansel & Gretel: Witch Hunters,226300000.0,63150000.0,50000000.0
61,Rosie ODonnell,The Flintstones,341600000.0,124800000.0,46000000.0
751,Adam Lamberg,The Lizzie McGuire Movie,55500000.0,10750000.0,17000000.0
445,Adewale AkinnuoyeAgbaje,The Bourne Identity,214000000.0,47000000.0,60000000.0
2118,Adewale AkinnuoyeAgbaje,G.I. Joe: The Rise of Cobra,302500000.0,-23750000.0,175000000.0
2695,Adewale AkinnuoyeAgbaje,The Thing,27400000.0,-24300000.0,38000000.0
3065,Adewale AkinnuoyeAgbaje,The Inevitable Defeat of Mister and Pete,494608.0,-2752696.0,3000000.0
3479,Adewale AkinnuoyeAgbaje,Concussion,48600000.0,-10700000.0,35000000.0
1716,Khalid Abdalla,The Kite Runner,73200000.0,16600000.0,20000000.0
2355,Khalid Abdalla,Green Zone,94900000.0,-52550000.0,100000000.0
2715,Jack Boulter,Winnie the Pooh,50100000.0,-4950000.0,30000000.0
1801,Columbus Short,Stomp the Yard,75511123.0,24755561.5,13000000.0
2269,Columbus Short,Whiteout,17840867.0,-26079566.5,35000000.0
2406,Columbus Short,The Losers,29400000.0,-10300000.0,25000000.0
1429,Virginia Mayo,The Best Years of Our Lives,23700000.0,9750000.0,2100000.0
252,Charles Grodin,Heaven Can Wait,81600000.0,25800000.0,15000000.0
3422,Charles Grodin,While We're Young,17300000.0,-1350000.0,10000000.0
54,Barry McEvoy,An Everlasting Piece,75228.0,-13962386.0,14000000.0
2480,Jim Varney,Toy Story,373600000.0,156800000.0,30000000.0
1447,Jenny McCarthy,John Tucker Must Die,68824526.0,16412263.0,18000000.0
2035,Jenny McCarthy,Witless Protection,4161625.0,-5419187.5,7500000.0
2437,Durrell Tank Babbs,Preacher's Kid,515065.0,-2742467.5,3000000.0
2941,Nicole Beharie,42,97500000.0,8750000.0,40000000.0
3,Brian Hooks,3 Strikes,9800000.0,1500000.0,3400000.0
138,Rey Mysterio Jr,Ready to Rumble,12500000.0,-17750000.0,24000000.0
1072,Jonathan Scarfe,The Work and the Glory,3347647.0,-5826176.5,7500000.0
2900,Fred Thompson,Sinister,77700000.0,35850000.0,3000000.0
2397,Adrianne Palicki,Legion,67900000.0,7950000.0,26000000.0
2879,Adrianne Palicki,Red Dawn,48100000.0,-40950000.0,65000000.0
3024,Adrianne Palicki,G.I. Joe: Retaliation,375700000.0,94250000.0,93600000.0
878,Joan Allen,The Bourne Supremacy,288500000.0,69250000.0,75000000.0
992,Joan Allen,The Notebook,115600000.0,28800000.0,29000000.0
1290,Joan Allen,The Upside of Anger,28237190.0,2118595.0,12000000.0
1870,Joan Allen,Death Race,75700000.0,-7150000.0,45000000.0
2360,Joan Allen,Hachi: A Dog's Tale,46700000.0,7350000.0,16000000.0
2757,Joan Allen,The Bourne Legacy,276100000.0,13050000.0,125000000.0
3584,Joan Allen,Bourne,1636988243.0,328494121.5,490000000.0
540,Lyle Lovett,The New Guy,31167388.0,2583694.0,13000000.0
1877,Nicole Parker,Disaster Movie,34800000.0,-2600000.0,20000000.0
1945,Nicole Parker,Meet the Spartans,84600000.0,12300000.0,30000000.0
3495,Nick Robinson,The 5th Wave,109900000.0,16950000.0,38000000.0
1251,Wilson Jermaine Heredia,Rent,31600000.0,-24200000.0,40000000.0
121,Holly Hunter,"O Brother, Where Art Thou?",71900000.0,9950000.0,26000000.0
531,Holly Hunter,Moonlight Mile,10000000.0,-16000000.0,21000000.0
953,Holly Hunter,The Incredibles,633000000.0,224500000.0,92000000.0
966,Holly Hunter,Little Black Book,22000000.0,-24000000.0,35000000.0
2931,Holly Hunter,Won't Back Down,5400000.0,-16300000.0,19000000.0
3526,Holly Hunter,Batman v Superman: Dawn of Justice,873300000.0,186650000.0,250000000.0
514,Kimberly Elise,John Q.,102244770.0,15122385.0,36000000.0
1123,Kimberly Elise,Diary of a Mad Black Woman,50700000.0,19850000.0,5500000.0
3459,Kimberly Elise,Dope,18000000.0,2000000.0,7000000.0
656,Missi Pyle,Bringing Down the House,164700000.0,49350000.0,33000000.0
1448,Missi Pyle,Just My Luck,38200000.0,-8900000.0,28000000.0
1556,Missi Pyle,Stormbreaker,20700000.0,-29650000.0,40000000.0
3249,Missi Pyle,A Haunted House 2,24000000.0,8000000.0,4000000.0
634,Ludacris,2 Fast 2 Furious,236300000.0,42150000.0,76000000.0
1942,Ludacris,Max Payne,85800000.0,7900000.0,35000000.0
2120,Ludacris,Gamer,40800000.0,-29600000.0,50000000.0
3015,Ludacris,Fast & Furious 6,788700000.0,234350000.0,160000000.0
1279,Alexander Siddig,Syriana,94000000.0,-3000000.0,50000000.0
1484,Alexander Siddig,The Nativity Story,46400000.0,-11800000.0,35000000.0
3066,Adam Driver,Inside Llewyn Davis,32900000.0,5450000.0,11000000.0
3326,Adam Driver,This Is Where I Leave You,41300000.0,850000.0,19800000.0
3525,Adam Driver,Midnight Special,6200000.0,-14900000.0,18000000.0
2301,Andy Garcia,City Island,7875862.0,-2062069.0,6000000.0
427,Mindy Sterling,Austin Powers in Goldmember,296700000.0,85350000.0,63000000.0
2630,Mindy Sterling,Mars Needs Moms,39000000.0,-130500000.0,150000000.0
127,Heath Ledger,The Patriot,215300000.0,-2350000.0,110000000.0
308,Heath Ledger,A Knight's Tale,117500000.0,-6250000.0,65000000.0
326,Heath Ledger,Monster's Ball,44909486.0,18454743.0,4000000.0
486,Heath Ledger,The Four Feathers,29000000.0,-20500000.0,35000000.0
784,Heath Ledger,The Order,11560806.0,-29219597.0,35000000.0
1099,Heath Ledger,Brokeback Mountain,178100000.0,75050000.0,14000000.0
1212,Heath Ledger,Lords of Dogtown,13400000.0,-18300000.0,25000000.0
1704,Heath Ledger,I'm Not There,11700000.0,-14150000.0,20000000.0
2150,Heath Ledger,The Imaginarium of Doctor Parnassus,64400000.0,2200000.0,30000000.0
244,John Meillon,Crocodile Dundee II,239600000.0,105800000.0,14000000.0
2906,Cleopatra Coleman,Step Up Revolution,140500000.0,37250000.0,33000000.0
2441,Hutch Dano,Ramona and Beezus,27293743.0,-1353128.5,15000000.0
249,Mary McDonnell,Donnie Darko,7300000.0,-850000.0,4500000.0
3567,Mary McDonnell,Independence Day,817400000.0,333700000.0,75000000.0
2624,Andrew Howard,Limitless,161800000.0,53900000.0,27000000.0
489,Gabriel Byrne,Ghost Ship,68300000.0,14150000.0,20000000.0
1084,Gabriel Byrne,Assault on Precinct 13,35300000.0,-12350000.0,30000000.0
3214,Gabriel Byrne,Vampire Academy,15400000.0,-22300000.0,30000000.0
2838,Rafe Spall,Life of Pi,609000000.0,184500000.0,120000000.0
39,Lupe Ontiveros,Chuck & Buck,1182065.0,341032.5,250000.0
6,Ma,All the Pretty Horses,18100000.0,-47950000.0,57000000.0
21,Ma,Big Momma's House,173959438.0,56979719.0,30000000.0
34,Ma,The Cell,104155843.0,19077921.5,33000000.0
35,Ma,Center Stage,26385941.0,-4807029.5,18000000.0
48,Ma,Drowning Mona,15900000.0,-29050000.0,37000000.0
49,Ma,"Dude, Where's My Car?",73200000.0,23600000.0,13000000.0
50,Ma,Duets,4739023.0,-13630488.5,16000000.0
51,Ma,Dungeons & Dragons,33800000.0,-28100000.0,45000000.0
56,Ma,Fantasia 2000,90900000.0,-34550000.0,80000000.0
68,Ma,The Golden Bowl,5753678.0,-12123161.0,15000000.0
74,Ma,Hanging Up,51880044.0,-14059978.0,40000000.0
81,Ma,Hollow Man,190200000.0,100000.0,95000000.0
84,Ma,I Dreamed of Africa,14400327.0,-42799836.5,50000000.0
92,Ma,The Legend of Bagger Vance,39500000.0,-60250000.0,80000000.0
114,Ma,The Next Best Thing,24362772.0,-12818614.0,25000000.0
123,Ma,The Original Kings of Comedy,38182790.0,6091395.0,13000000.0
128,Ma,Pay It Forward,55700000.0,-12150000.0,40000000.0
143,Ma,Requiem for a Dream,7400000.0,-800000.0,4500000.0
152,Ma,Scary Movie,278000000.0,120000000.0,19000000.0
160,Ma,Shadow of the Vampire,11200000.0,-2400000.0,8000000.0
166,Ma,Small Time Crooks,29934477.0,-10032761.5,25000000.0
168,Ma,Snow Day,62500000.0,18250000.0,13000000.0
170,Ma,Space Cowboys,128900000.0,4450000.0,60000000.0
177,Ma,Titan A.E.,36800000.0,-56600000.0,75000000.0
191,Ma,What Women Want,374111707.0,117055853.5,70000000.0
192,Ma,Whatever It Takes,9902115.0,-27048942.5,32000000.0
196,Ma,The Whole Nine Yards,106371651.0,11885825.5,41300000.0
199,Ma,Wonder Boys,33400000.0,-38300000.0,55000000.0
211,Ma,The Amati Girls,49136.0,-975432.0,1000000.0
213,Ma,American Outlaws,13678913.0,-28160543.5,35000000.0
225,Ma,Behind Enemy Lines,92000000.0,6000000.0,40000000.0
245,Ma,The Curse of the Jade Scorpion,18900000.0,-23550000.0,33000000.0
247,Ma,Domestic Disturbance,54249294.0,-47875353.0,75000000.0
265,Ma,Freddy Got Fingered,14300000.0,-6850000.0,14000000.0
267,Ma,Get Over It,19900000.0,-12050000.0,22000000.0
278,Ma,Harry Potter and the Philosopher's Stone,974800000.0,362400000.0,125000000.0
283,Ma,Hedwig and the Angry Inch,3600000.0,-4200000.0,6000000.0
285,Ma,How High,31283790.0,-4358105.0,20000000.0
288,Ma,In the Bedroom,43400000.0,20000000.0,1700000.0
294,Ma,Jimmy Neutron: Boy Genius,103000000.0,21500000.0,30000000.0
301,Ma,Just Visiting,16200000.0,-26900000.0,35000000.0
302,Ma,Les Visiteurs,98800000.0,39900000.0,9500000.0
309,Ma,Knockaround Guys,14069721.0,-7965139.5,15000000.0
313,Ma,The Last Castle,27600000.0,-58200000.0,72000000.0
314,Ma,Legally Blonde,141800000.0,52900000.0,18000000.0
327,Ma,"Monsters, Inc.",577400000.0,173700000.0,115000000.0
341,Ma,Novocaine,2036682.0,-4981659.0,6000000.0
342,Ma,O,19210835.0,4605417.5,5000000.0
343,Ma,Ocean's Eleven,450700000.0,140350000.0,85000000.0
353,Ma,Out Cold,14800000.0,-16600000.0,24000000.0
365,Ma,Rock Star,19300000.0,-28350000.0,38000000.0
376,Ma,The Score,113579918.0,-11210041.0,68000000.0
385,Ma,Someone like You,38689940.0,-3655030.0,23000000.0
397,Ma,Thirteen Ghosts,68467960.0,-7766020.0,42000000.0
402,Ma,Town & Country,10400000.0,-84800000.0,90000000.0
412,Ma,What's the Worst That Could Happen?,38464131.0,-40767934.5,60000000.0
416,Ma,40 Days and 40 Nights,95100000.0,30550000.0,17000000.0
428,Ma,Auto Focus,2700000.0,-5650000.0,7000000.0
444,Ma,Blue Crush,51843679.0,921839.5,25000000.0
448,Ma,Bubba Ho-tep,1200000.0,-400000.0,1000000.0
458,Ma,The Crocodile Hunter: Collision Course,33400000.0,4700000.0,12000000.0
463,Ma,Crossroads,61100000.0,18550000.0,12000000.0
465,Ma,The Dangerous Lives of Altar Boys,2036599.0,-10981700.5,12000000.0
485,Ma,Friday After Next,33500000.0,6750000.0,10000000.0
487,Ma,Full Frontal,3438804.0,-280598.0,2000000.0
491,Ma,The Guru,24128852.0,1064426.0,11000000.0
495,Ma,Harry Potter and the Chamber of Secrets,879000000.0,339500000.0,100000000.0
498,Ma,Hey Arnold!: The Movie,15200000.0,4600000.0,3000000.0
501,Ma,The Hot Chick,54600000.0,-6700000.0,34000000.0
503,Ma,I Spy,50700000.0,-44650000.0,70000000.0
513,Ma,Jason Goes to Hell: The Final Friday,15900000.0,4950000.0,3000000.0
537,Ma,National Lampoon's Van Wilder,38300000.0,14150000.0,5000000.0
558,Ma,Reign of Fire,82150000.0,-18925000.0,60000000.0
561,Ma,The Ring,249300000.0,76650000.0,48000000.0
572,Ma,Scooby-Doo,275700000.0,53850000.0,84000000.0
577,Ma,Serving Sara,20146150.0,-18926925.0,29000000.0
581,Ma,Slackers,6413915.0,-10793042.5,14000000.0
585,Ma,Spider-Man,821700000.0,270850000.0,140000000.0
587,Ma,Spirit: Stallion of the Cimarron,122600000.0,-18700000.0,80000000.0
598,Ma,Stealing Harvard,14300000.0,-17850000.0,25000000.0
606,Ma,Swept Away,1000000.0,-9500000.0,10000000.0
608,Ma,Tadpole,3200241.0,1450120.5,150000.0
609,Ma,They,16130385.0,-8934807.5,17000000.0
610,Ma,Time Changer,1500711.0,-104644.5,855000.0
611,Ma,The Time Machine,123700000.0,-18150000.0,80000000.0
612,Ma,The Transporter,43900000.0,-2050000.0,24000000.0
615,Ma,Treasure Planet,109600000.0,-85200000.0,140000000.0
618,Ma,Charade,13474588.0,3737294.0,3000000.0
624,Ma,Unfaithful,119137784.0,9568892.0,50000000.0
626,Ma,A Walk to Remember,47494916.0,11947458.0,11800000.0
628,Ma,Welcome to Collinwood,336620.0,-11831690.0,12000000.0
631,Ma,Windtalkers,77600000.0,-76200000.0,115000000.0
632,Ma,xXx,277400000.0,68700000.0,70000000.0
653,Ma,Big Fish,122900000.0,-8550000.0,70000000.0
655,Ma,Boat Trip,15000000.0,-12500000.0,20000000.0
666,Ma,Cheaper by the Dozen,190200000.0,55100000.0,40000000.0
671,Ma,The Company,6401690.0,-11799155.0,15000000.0
675,Ma,Cradle 2 the Grave,56489558.0,3244779.0,25000000.0
704,Ma,Freaky Friday,160800000.0,60400000.0,20000000.0
705,Ma,Freddy vs. Jason,114900000.0,27450000.0,30000000.0
712,Ma,Good Boy!,45300000.0,4650000.0,18000000.0
714,Ma,Grind,5141166.0,-3429417.0,6000000.0
717,Ma,Head of State,50000000.0,-10000000.0,35000000.0
725,Ma,How to Deal,14308132.0,-8845934.0,16000000.0
726,Ma,How to Lose a Guy in 10 Days,177400000.0,38700000.0,50000000.0
732,Ma,In the Cut,23700000.0,-150000.0,12000000.0
733,Ma,The In-Laws,26891849.0,-26554075.5,40000000.0
738,Ma,The Italian Job,176100000.0,28050000.0,60000000.0
740,Ma,The Jungle Book 2,135703599.0,47851799.5,20000000.0
744,Ma,Kill Bill,333100000.0,106550000.0,60000000.0
752,Ma,Looney Tunes: Back in Action,68500000.0,-45750000.0,80000000.0
772,Ma,Mona Lisa Smile,141300000.0,5650000.0,65000000.0
774,Ma,My Boss' Daughter,18191005.0,-4904497.5,14000000.0
775,Ma,Mystic River,156800000.0,48400000.0,30000000.0
781,Ma,Desperado,25400000.0,5700000.0,7000000.0
815,Ma,Stuck on You,65784503.0,-22107748.5,55000000.0
823,Ma,Texas Chainsaw Massacre: The Next Generation,185898.0,-507051.0,600000.0
841,Ma,13 Going on 30,96500000.0,11250000.0,37000000.0
848,Ma,Alfie,35200000.0,-42400000.0,60000000.0
856,Ma,Anacondas: The Hunt for the Blood Orchid,71000000.0,15500000.0,20000000.0
875,Ma,Bobby Jones: Stroke of Genius,2707913.0,-18646043.5,20000000.0
883,Ma,Catch That Kid!,16900000.0,-3550000.0,12000000.0
885,Ma,Cellular,56400000.0,3200000.0,25000000.0
915,Ma,Eternal Sunshine of the Spotless Mind,72300000.0,16150000.0,20000000.0
924,Ma,First Daughter,10400000.0,-24800000.0,30000000.0
931,Ma,The Girl Next Door,30400000.0,-4800000.0,20000000.0
959,Ma,King Arthur,203600000.0,-18200000.0,120000000.0
963,Ma,The Last Shot,464000.0,-7768000.0,8000000.0
983,Ma,Mr. 3000,21839377.0,-19080311.5,30000000.0
986,Ma,Napoleon Dynamite,46100000.0,22650000.0,400000.0
999,Ma,The Passion of the Christ,612000000.0,276000000.0,30000000.0
1004,Ma,The Prince and Me,37666766.0,-3166617.0,22000000.0
1005,Ma,The Princess Diaries 2: Royal Engagement,134700000.0,27350000.0,40000000.0
1007,Ma,Raise Your Voice,14867514.0,-7566243.0,15000000.0
1015,Ma,Secret Window,92900000.0,6450000.0,40000000.0
1019,Ma,Shark Tale,367300000.0,108650000.0,75000000.0
1023,Ma,Sideways,109700000.0,38850000.0,16000000.0
