,name,title_clean,revenues_clean,gross_profit,costs_clean
1631,Colin Farrell,Cassandra's Dream,22539685.0,-3730157.5,15000000.0
1917,Colin Farrell,In Bruges,34500000.0,2250000.0,15000000.0
1967,Colin Farrell,Pride and Glory,31148328.0,-14425836.0,30000000.0
2575,Colin Farrell,Fright Night,41000000.0,-9500000.0,30000000.0
3010,Colin Farrell,Epic,268400000.0,41200000.0,93000000.0
3154,Colin Farrell,Saving Mr. Banks,117900000.0,23950000.0,35000000.0
2182,Michael Jackson,Michael Jackson's This Is It,261200000.0,70600000.0,60000000.0
117,John Witherspoon,Friday,27500000.0,10250000.0,3500000.0
2349,Zo Bell,Game of Death,173496.0,-12913252.0,13000000.0
769,Julian Sands,The Medallion,34268701.0,-23865649.5,41000000.0
399,Shannon Elizabeth,Tomcats,23400000.0,700000.0,11000000.0
956,Shannon Elizabeth,Johnson Family Vacation,31500000.0,3750000.0,12000000.0
522,Daveigh Chase,Lilo & Stitch,273100000.0,56550000.0,80000000.0
430,Kerry Washington,Bad Company,66000000.0,-37000000.0,70000000.0
1702,Kerry Washington,I Think I Love My Wife,13196245.0,-4401877.5,11000000.0
1929,Kerry Washington,Lakeview Terrace,44653637.0,2326818.5,20000000.0
2417,Kerry Washington,Mother and Child,4000000.0,-5000000.0,7000000.0
3179,Kerry Washington,Peeples,9307065.0,-10346467.5,15000000.0
318,Jake Gyllenhaal,Lovely and Amazing,4695781.0,2097890.5,250000.0
490,Jake Gyllenhaal,The Good Girl,16900000.0,450000.0,8000000.0
1247,Jake Gyllenhaal,Proof,14189860.0,-12905070.0,20000000.0
1774,Jake Gyllenhaal,Rendition,27000000.0,-14000000.0,27500000.0
2439,Jake Gyllenhaal,Prince of Persia: The Sands of Time,336400000.0,18200000.0,150000000.0
2684,Jake Gyllenhaal,Source Code,147300000.0,41650000.0,32000000.0
3535,Jake Gyllenhaal,Demolition,4100000.0,-7950000.0,10000000.0
1259,Beverley Mitchell,Saw II,147700000.0,69850000.0,4000000.0
2207,Cung Le,Pandorum,20645327.0,-22677336.5,33000000.0
898,Samir Khader,Control Room,2586511.0,1233255.5,60000.0
890,Chad Michael Murray,A Cinderella Story,70100000.0,16050000.0,19000000.0
1175,Chad Michael Murray,House of Wax,70000000.0,-5000000.0,40000000.0
1428,Chad Michael Murray,Home of the Brave,499620.0,-11750190.0,12000000.0
3023,Chad Michael Murray,Fruitvale Station,17400000.0,7800000.0,900000.0
3335,Chad Michael Murray,Left Behind,27600000.0,-2200000.0,16000000.0
1155,Claire Forlani,Green Street,3154346.0,1230343.0,346830.0
432,Goldie Hawn,Banger Sisters,38000000.0,9000000.0,10000000.0
619,Victor Garber,Tuck Everlasting,19344615.0,-5327692.5,15000000.0
1947,Victor Garber,Milk,54600000.0,7300000.0,20000000.0
139,Val Kilmer,Red Planet,33500000.0,-63250000.0,80000000.0
569,Val Kilmer,The Salton Sea,1000000.0,-17500000.0,18000000.0
771,Val Kilmer,The Missing,38400000.0,-40800000.0,60000000.0
835,Val Kilmer,Wonderland,2466444.0,-4266778.0,5500000.0
1199,Val Kilmer,Kiss Kiss Bang Bang,15800000.0,-7100000.0,15000000.0
2064,Val Kilmer,Bad Lieutenant: Port of Call New Orleans,10600000.0,-19700000.0,25000000.0
10,Wesley Snipes,The Art of War,40400000.0,-39800000.0,60000000.0
440,Wesley Snipes,Blade II,155000000.0,23500000.0,54000000.0
442,Wesley Snipes,Blade,131200000.0,25600000.0,40000000.0
623,Wesley Snipes,Undisputed,15220548.0,-7389726.0,15000000.0
874,Wesley Snipes,Blade: Trinity,128900000.0,-550000.0,65000000.0
2292,Wesley Snipes,Brooklyn's Finest,36400000.0,1200000.0,17000000.0
2316,Sam Neill,Daybreakers,51400000.0,5700000.0,20000000.0
2927,Sam Neill,The Vow,196100000.0,68050000.0,30000000.0
3411,Ellen Barkin,The Cobbler,1200000.0,-9400000.0,10000000.0
2028,Elissa Knight,WALL-E,533300000.0,86650000.0,180000000.0
2884,Aryana Engineer,Resident Evil: Retribution,240200000.0,55100000.0,65000000.0
3585,Annie Mumolo,Bad Moms,179400000.0,69700000.0,20000000.0
1415,Leon Rippy,Gridiron Gang,41480851.0,-9259574.5,30000000.0
129,John C Reilly,The Perfect Storm,328700000.0,44350000.0,120000000.0
453,John C Reilly,Chicago,306800000.0,108400000.0,45000000.0
488,John C Reilly,Gangs of New York,193800000.0,-3100000.0,100000000.0
862,John C Reilly,The Aviator,213700000.0,-3150000.0,110000000.0
1560,John C Reilly,Talladega Nights: The Ballad of Ricky Bobby,163000000.0,9000000.0,72500000.0
1818,John C Reilly,Walk Hard: The Dewey Cox Story,20600000.0,-24700000.0,35000000.0
2338,John C Reilly,The Extra Man,457867.0,-6771066.5,7000000.0
2539,John C Reilly,Carnage,27600000.0,-11200000.0,25000000.0
2934,John C Reilly,Wreck-It Ralph,471200000.0,70600000.0,165000000.0
2746,Rihanna,Battleship,303000000.0,-57500000.0,209000000.0
3420,Rihanna,Home,386000000.0,58000000.0,135000000.0
144,Joely Richardson,Return to Me,36609995.0,-5695002.5,24000000.0
3218,Joely Richardson,Endless Love,34700000.0,-2650000.0,20000000.0
382,John Lithgow,Shrek,484400000.0,182200000.0,60000000.0
543,John Lithgow,Orange County,43325009.0,3662504.5,18000000.0
960,John Lithgow,Kinsey,16900000.0,-2550000.0,11000000.0
2085,John Lithgow,Confessions of a Shopaholic,108300000.0,-850000.0,55000000.0
2664,John Lithgow,Rise of the Planet of the Apes,481000000.0,147500000.0,93000000.0
760,Chris Larkin,Master and Commander: The Far Side of the World,212000000.0,-44000000.0,150000000.0
240,Aunjanue Ellis,The Caveman's Valentine,687194.0,-13156403.0,13500000.0
3591,Nina Arianda,Florence Foster Jenkins,44300000.0,-6850000.0,29000000.0
1975,Vicente Gil,REC,32500000.0,14250000.0,2000000.0
1258,Matthew McConaughey,Sahara,119300000.0,-100350000.0,160000000.0
2625,Matthew McConaughey,The Lincoln Lawyer,87100000.0,3550000.0,40000000.0
2751,Matthew McConaughey,Bernie,10100000.0,-950000.0,6000000.0
2862,Matthew McConaughey,The Paperboy,2424372.0,-11287814.0,12500000.0
3569,Matthew McConaughey,Free State of Jones,25000000.0,-37500000.0,50000000.0
3593,Matthew McConaughey,Kubo and the Two Strings,74500000.0,-22750000.0,60000000.0
145,Armand Assante,The Road to El Dorado,76400000.0,-56800000.0,95000000.0
1605,Armand Assante,American Gangster,266500000.0,33250000.0,100000000.0
809,Conrad Vernon,Sinbad: Legend of the Seven Seas,80700000.0,-19650000.0,60000000.0
909,Cynthia Rhodes,Dirty Dancing,214000000.0,101000000.0,6000000.0
1611,Keri Russell,August Rush,65300000.0,7650000.0,25000000.0
1817,Keri Russell,Waitress,22000000.0,9500000.0,1500000.0
1847,Keri Russell,Bedtime Stories,212900000.0,26450000.0,80000000.0
2339,Keri Russell,Extraordinary Measures,15134293.0,-23432853.5,31000000.0
2996,Keri Russell,Dark Skies,26400000.0,9700000.0,3500000.0
205,Courteney Cox,3000 Miles to Graceland,18700000.0,-52650000.0,62000000.0
204,Melina Kanakaredes,15 Minutes,56300000.0,-13850000.0,42000000.0
2,Elizabeth Perkins,28 Days,62200000.0,-11900000.0,43000000.0
238,Elizabeth Perkins,Cats and Dogs,200700000.0,40350000.0,60000000.0
1252,Elizabeth Perkins,The Ring Two,161500000.0,30750000.0,50000000.0
3275,Nat Wolff,The Fault in Our Stars,307200000.0,141600000.0,12000000.0
2479,Don Rickles,Toy Story 3,1067000000.0,333500000.0,200000000.0
971,Yenny Paola Vega,Maria Full of Grace,12594630.0,3297315.0,3000000.0
23,Rufus Sewell,Bless the Child,40443010.0,-44778495.0,65000000.0
1206,Rufus Sewell,The Legend of Zorro,142400000.0,-3800000.0,75000000.0
1426,Rufus Sewell,The Holiday,205100000.0,17550000.0,85000000.0
2477,Rufus Sewell,The Tourist,278300000.0,39150000.0,100000000.0
2728,Rufus Sewell,Abraham Lincoln: Vampire Hunter,116400000.0,-41300000.0,99500000.0
3300,Rufus Sewell,Hercules,244800000.0,22400000.0,100000000.0
780,Enrique Iglesias,Once Upon a Time in Mexico,98100000.0,20050000.0,29000000.0
1133,Terence Stamp,Elektra,56700000.0,-14650000.0,43000000.0
2023,Terence Stamp,Valkyrie,200000000.0,25000000.0,75000000.0
2030,Terence Stamp,Wanted,341400000.0,95700000.0,75000000.0
2041,Terence Stamp,Yes Man,223200000.0,41600000.0,70000000.0
3367,Terence Stamp,Big Eyes,29300000.0,4650000.0,10000000.0
3611,Terence Stamp,Miss Peregrine's Home for Peculiar Children,296400000.0,38200000.0,110000000.0
1266,Blake Lively,The Sisterhood of the Traveling Pants,42013878.0,-3993061.0,25000000.0
1997,Blake Lively,The Sisterhood of the Traveling Pants 2,44352417.0,-4823791.5,27000000.0
2894,Blake Lively,Savages,83000000.0,-3500000.0,45000000.0
3440,Blake Lively,The Age of Adaline,65700000.0,7850000.0,25000000.0
3568,Blake Lively,The Shallows,119100000.0,42550000.0,17000000.0
3375,Holt McCallany,Blackhat,19700000.0,-60150000.0,70000000.0
2403,Christina Hendricks,Life As We Know It,105648706.0,14824353.0,38000000.0
2563,Christina Hendricks,Drive,78100000.0,24050000.0,15000000.0
2605,Christina Hendricks,I Don't Know How She Does It,30551495.0,-8724252.5,24000000.0
3171,Christina Hendricks,Struck by Lightning,28378.0,-1285811.0,1300000.0
2461,David Zayas,Skyline,78693371.0,29346685.5,10000000.0
1094,Cicely Tyson,Because of Winn-Dixie,33589427.0,2794713.5,14000000.0
1437,Cicely Tyson,Idlewild,12643027.0,-3678486.5,10000000.0
3105,Mike The Miz Mizanin,The Marine 3: Homefront,5000000.0,1000000.0,1500000.0
1136,Eugene Htz,Everything Is Illuminated,3601974.0,-5199013.0,7000000.0
2680,Gianna Jun,Snow Flower and the Secret Fan,11348205.0,-325897.5,6000000.0
1544,Jodelle Ferland,Silent Hill,97600000.0,-1200000.0,50000000.0
2295,Jodelle Ferland,Case 39,28200000.0,-11900000.0,26000000.0
2910,Jodelle Ferland,The Tall Man,5212903.0,-15593548.5,18200000.0
3101,Demin Bichir,Machete Kills,15000000.0,-12500000.0,20000000.0
1944,Lance Gross,Tyler Perry's Meet the Browns,41975388.0,987694.0,20000000.0
1355,Jeff Anderson,Clerks II,27000000.0,8500000.0,5000000.0
515,Tim Hodge,Jonah: A VeggieTales Movie,25600000.0,-1200000.0,14000000.0
702,Lisa Arnold,Flywheel,37000.0,-1500.0,20000.0
1585,Greg Cipes,The Wild,102300000.0,-28850000.0,80000000.0
2673,Dustin Milligan,Shark Night,40136479.0,-4931760.5,25000000.0
3371,Ned Dennehy,The Woman in Black: Angel of Death,48900000.0,9450000.0,15000000.0
3309,Nina Dobrev,Let's Be Cops,138200000.0,52100000.0,17000000.0
1526,Cher,RV,87500000.0,-6250000.0,50000000.0
3013,Jane Levy,Evil Dead,97500000.0,31750000.0,17000000.0
3596,Jane Levy,Don't Breathe,157100000.0,68650000.0,9900000.0
1112,Ashanti,Coach Carter,76700000.0,8350000.0,30000000.0
1255,Drew Carey,Robots,260700000.0,55350000.0,75000000.0
359,Heather Matarazzo,The Princess Diaries,165300000.0,56650000.0,26000000.0
1972,Dominic West,Punisher: War Zone,10100000.0,-29950000.0,35000000.0
3550,Dominic West,Money Monster,93300000.0,19650000.0,27000000.0
3506,Gina Carano,Deadpool,783100000.0,333550000.0,58000000.0
1158,Roy E Glenn,Guess Who's Coming to Dinner,56700000.0,24350000.0,4000000.0
3227,Diogo Morgado,Son of God,67800000.0,11900000.0,22000000.0
420,Kathy Bates,About Schmidt,105800000.0,22900000.0,30000000.0
472,Kathy Bates,Dragonfly,52300000.0,-33850000.0,60000000.0
1353,Kathy Bates,Charlotte's Web,144877632.0,-12561184.0,85000000.0
1664,Kathy Bates,Fred Claus,97800000.0,-51100000.0,100000000.0
1983,Kathy Bates,Revolutionary Road,75200000.0,2600000.0,35000000.0
3533,Kathy Bates,The Boss,78800000.0,10400000.0,29000000.0
1216,David Schwimmer,Madagascar,532700000.0,191350000.0,75000000.0
2846,David Schwimmer,Madagascar 3: Europe's Most Wanted,746900000.0,228450000.0,145000000.0
1461,Tsuyoshi Ihara,Letters from Iwo Jima,68700000.0,15350000.0,19000000.0
689,Teri Garr,Dumb and Dumber,247000000.0,106500000.0,17000000.0
1366,Audrey Tautou,The Da Vinci Code,758200000.0,254100000.0,125000000.0
2548,Renee Jewell,Courageous,34522221.0,15261110.5,2000000.0
2821,Tom Arnold,Hit and Run,14500000.0,5250000.0,2000000.0
1197,Kellita Smith,King's Ransom,4143652.0,-12928174.0,15000000.0
1256,Kellita Smith,Roll Bounce,17500866.0,-1249567.0,10000000.0
2327,Alexandra Vandernoot,The Dinner Game,65400000.0,20200000.0,12500000.0
105,Cynthia Watros,Mercy Streets,173599.0,-513200.5,600000.0
3320,Rose Leslie,Honeymoon,9318.0,-995341.0,1000000.0
1151,Idris Elba,The Gospel,15778152.0,3889076.0,4000000.0
1771,Idris Elba,The Reaping,62771059.0,-8614470.5,40000000.0
1968,Idris Elba,Prom Night,57200000.0,8600000.0,20000000.0
2204,Idris Elba,Obsessed,73800000.0,16900000.0,20000000.0
2810,Idris Elba,Ghost Rider: Spirit of Vengeance,132600000.0,9300000.0,57000000.0
3321,Idris Elba,No Good Deed,54300000.0,13950000.0,13200000.0
1747,Donna Murphy,The Nanny Diaries,47738099.0,3869049.5,20000000.0
1840,Colin Clemens,American Teen,1130270.0,-4434865.0,5000000.0
95,Mena Suvari,Loser,18400000.0,-10800000.0,20000000.0
1388,Mena Suvari,Factory Girl,3572632.0,-5213684.0,7000000.0
1627,Mena Suvari,Brooklyn Rules,458232.0,-7770884.0,8000000.0
257,Joseph Fiennes,Enemy at the Gates,97000000.0,-19500000.0,68000000.0
3281,Brenton Thwaites,The Signal,2420000.0,-2790000.0,4000000.0
3512,Brenton Thwaites,Gods of Egypt,150700000.0,-64650000.0,140000000.0
449,James DeBello,Cabin Fever,30600000.0,13800000.0,1500000.0
339,Kane,My First Mister,595005.0,-4952497.5,5250000.0
511,Kane,Jason X,17000000.0,-2500000.0,11000000.0
742,Kane,Just Married,101500000.0,32750000.0,18000000.0
896,Kane,Confessions of a Teenage Drama Queen,33000000.0,1500000.0,15000000.0
1379,Kane,DOA: Dead or Alive,7516532.0,-17241734.0,21000000.0
1536,Kane,See No Evil,18600000.0,1300000.0,8000000.0
1581,Kane,When a Stranger Calls,20149106.0,8574553.0,1500000.0
2775,Emma Fitzpatrick,The Collection,8900000.0,-5550000.0,10000000.0
219,John C McGinley,The Animal,84700000.0,-4650000.0,47000000.0
1559,John Ortiz,Take the Lead,65700000.0,2850000.0,30000000.0
2106,John Ortiz,Fast & Furious,363200000.0,96600000.0,85000000.0
3500,John Ortiz,The Finest Hours,52100000.0,-53950000.0,80000000.0
2866,Kyle Harrison Breitkopf,Parental Guidance,119800000.0,34900000.0,25000000.0
1073,Robert Hoffman,You Got Served,48600000.0,16300000.0,8000000.0
2006,Robert Hoffman,Step Up 2: The Streets,150800000.0,57900000.0,17500000.0
3562,Robert Kazinsky,Warcraft,433700000.0,56850000.0,160000000.0
2140,Mary J Blige,I Can Do Bad All By Myself,51733921.0,6866960.5,19000000.0
2887,Mary J Blige,Rock of Ages,59400000.0,-45300000.0,75000000.0
3455,Angus Sampson,Insidious: Chapter 3,113000000.0,46500000.0,10000000.0
3449,Raffey Cassidy,Tomorrowland,209200000.0,-85400000.0,190000000.0
1414,Linda Cardellini,Grandma's Boy,6600000.0,-1700000.0,5000000.0
3630,Linda Cardellini,The Founder,20700000.0,-14650000.0,25000000.0
3574,Hannibal Buress,The Secret Life of Pets,875500000.0,362750000.0,75000000.0
721,Karen Black,House of 1000 Corpses,16800000.0,1400000.0,7000000.0
2130,Moiss Arias,Hannah Montana: The Movie,155500000.0,47750000.0,30000000.0
447,Boris Kodjoe,Brown Sugar,28316451.0,6158225.5,8000000.0
1470,Boris Kodjoe,Madea's Family Reunion,63300000.0,25650000.0,6000000.0
2242,Boris Kodjoe,Surrogates,122400000.0,-18800000.0,80000000.0
2446,Boris Kodjoe,Resident Evil: Afterlife,300200000.0,90100000.0,60000000.0
3336,Boris Kodjoe,Addicted,17500000.0,3750000.0,5000000.0
1183,Carol Connors,Deep Throat,600000000.0,299952500.0,47500.0
2112,Eric Schlosser,"Food, Inc.",4600000.0,1300000.0,1000000.0
3446,Zo Kravitz,Mad Max: Fury Road,378900000.0,39450000.0,150000000.0
1557,Kal Penn,Superman Returns,391100000.0,-8450000.0,204000000.0
1097,Skye McCole Bartusiak,Boogeyman,67000000.0,13500000.0,20000000.0
421,Meryl Streep,Adaptation.,32800000.0,-2600000.0,19000000.0
502,Meryl Streep,The Hours,108800000.0,29400000.0,25000000.0
964,Meryl Streep,Lemony Snicket's A Series of Unfortunate Events,209100000.0,-35450000.0,140000000.0
970,Meryl Streep,The Manchurian Candidate,96100000.0,-31950000.0,80000000.0
1243,Meryl Streep,Prime,67937494.0,11968747.0,22000000.0
1316,Meryl Streep,The Ant Bully,55200000.0,-22400000.0,50000000.0
1879,Meryl Streep,Doubt,50900000.0,5450000.0,20000000.0
1939,Meryl Streep,Mamma Mia!,609800000.0,252900000.0,52000000.0
2105,Meryl Streep,Fantastic Mr. Fox,46400000.0,-16800000.0,40000000.0
2822,Meryl Streep,Hope Springs,114300000.0,27150000.0,30000000.0
1074,Leslie Mann,The 40-Year-Old Virgin,177400000.0,62700000.0,26000000.0
2046,Leslie Mann,17 Again,136300000.0,28150000.0,40000000.0
3229,Leslie Mann,Mr. Peabody & Sherman,275700000.0,-7150000.0,145000000.0
520,Edward Burns,Life or Something Like It,16872671.0,-31563664.5,40000000.0
672,Edward Burns,Confidence,23000000.0,-3500000.0,15000000.0
1273,Edward Burns,A Sound of Thunder,11700000.0,-74150000.0,80000000.0
1836,Edward Burns,27 Dresses,160300000.0,50150000.0,30000000.0
1382,Chad Allen,End of the Spear,12128105.0,-3935947.5,10000000.0
1058,Mike Dopud,Walking Tall,57223890.0,-17388055.0,46000000.0
1299,Mike Dopud,White Noise,91100000.0,35550000.0,10000000.0
423,Bow Wow,All About the Benjamins,26306533.0,-1846733.5,15000000.0
521,Bow Wow,Like Mike,62300000.0,1150000.0,30000000.0
1390,Bow Wow,The Fast and the Furious: Tokyo Drift,158500000.0,-5750000.0,85000000.0
330,Ewan McGregor,Moulin Rouge!,179200000.0,37600000.0,52000000.0
686,Ewan McGregor,Down with Love,39500000.0,-15250000.0,35000000.0
1187,Ewan McGregor,The Island,162900000.0,-44550000.0,126000000.0
1276,Ewan McGregor,Stay,8300000.0,-45850000.0,50000000.0
1872,Ewan McGregor,Deception,17741298.0,-16129351.0,25000000.0
2056,Ewan McGregor,Amelia,19600000.0,-30200000.0,40000000.0
2527,Ewan McGregor,Beginners,14300000.0,3950000.0,3200000.0
3382,Ewan McGregor,Mortdecai,47300000.0,-36350000.0,60000000.0
3502,Ewan McGregor,Jane Got a Gun,3000000.0,-23500000.0,25000000.0
2579,Miranda July,The Future,887172.0,-556414.0,1000000.0
2186,Jensen Ackles,My Bloody Valentine 3D,100700000.0,36350000.0,14000000.0
2012,Drake,Superhero Movie,71200000.0,600000.0,35000000.0
2827,Drake,Ice Age: Continental Drift,877000000.0,343500000.0,95000000.0
3192,Kristopher Van Varenberg,Welcome to the Jungle,87397.0,-3456301.5,3500000.0
961,Robert Patrick,Ladder 49,100600000.0,-4700000.0,55000000.0
1293,Robert Patrick,Walk the Line,186400000.0,65200000.0,28000000.0
1397,Robert Patrick,Flags of Our Fathers,65900000.0,-57050000.0,90000000.0
651,William Sadler,The Battle of Shaker Heights,280351.0,-859824.5,1000000.0
1849,Manolo Cardona,Beverly Hills Chihuahua,149300000.0,54650000.0,20000000.0
661,Chow Yunfat,Bulletproof Monk,37700000.0,-33150000.0,52000000.0
1430,Daniella Alonso,Hood of Horror,25900.0,-4987050.0,5000000.0
825,Rossif Sutherland,Timeline,43900000.0,-58050000.0,80000000.0
2779,Chelsea Ricketts,Crooked Arrows,1832541.0,-12083729.5,13000000.0
3002,Tony Danza,Don Jon,41300000.0,17650000.0,3000000.0
3399,Skyler Samuels,The Duff,43500000.0,13250000.0,8500000.0
1071,David Alan Grier,The Woodsman,4700000.0,-150000.0,2500000.0
268,Scarlett Johansson,Ghost World,8700000.0,-2650000.0,7000000.0
320,Scarlett Johansson,The Man Who Wasn't There,18916623.0,-10541688.5,20000000.0
475,Scarlett Johansson,Eight Legged Freaks,45867333.0,-7066333.5,30000000.0
754,Scarlett Johansson,Lost in Translation,119700000.0,55850000.0,4000000.0
1033,Scarlett Johansson,The SpongeBob SquarePants Movie,140200000.0,40100000.0,30000000.0
1339,Scarlett Johansson,The Black Dahlia,49300000.0,-25350000.0,50000000.0
1514,Scarlett Johansson,The Prestige,109700000.0,14850000.0,40000000.0
1534,Scarlett Johansson,Scoop,39215642.0,15607821.0,4000000.0
2025,Scarlett Johansson,Vicky Cristina Barcelona,96409300.0,33204650.0,15000000.0
2135,Scarlett Johansson,He's Just Not That Into You,181100000.0,50550000.0,40000000.0
2373,Scarlett Johansson,Iron Man 2,623900000.0,111950000.0,200000000.0
2124,Glenn Kenny,The Girlfriend Experience,1007962.0,-1196019.0,1700000.0
307,Heather Juergensen,Kissing Jessica Stein,10000000.0,4000000.0,1000000.0
46,Liv Tyler,Dr. T & The Women,22844291.0,-11577854.5,23000000.0
317,Liv Tyler,The Lord of the Rings: The Fellowship of the Ring,871500000.0,342750000.0,93000000.0
955,Liv Tyler,Jersey Girl,36100000.0,-16950000.0,35000000.0
1773,Liv Tyler,Reign Over Me,22200000.0,-8900000.0,20000000.0
2010,Liv Tyler,The Strangers,82400000.0,32200000.0,9000000.0
325,Shefali Shah,Monsoon Wedding,30800000.0,14200000.0,1200000.0
2885,Isla Fisher,Rise of the Guardians,306900000.0,8450000.0,145000000.0
3621,Isla Fisher,Keeping Up with the Joneses,29800000.0,-25100000.0,40000000.0
3089,Muse Watson,The Last Exorcism Part II,15100000.0,2550000.0,5000000.0
2308,Guillermo Diaz,Cop Out,55600000.0,-2200000.0,30000000.0
367,Harris Yulin,Rush Hour 2,347300000.0,83650000.0,90000000.0
2299,Charlie Tahan,Charlie St. Cloud,48190704.0,-19904648.0,44000000.0
2806,Charlie Tahan,Frankenweenie,81500000.0,1750000.0,39000000.0
2669,Dan Wyllie,Sanctum,108600000.0,24300000.0,30000000.0
3106,Robert Trujillo,Metallica Through the Never,7972967.0,-28013516.5,32000000.0
3623,Brock OHurn,Boo! A Madea Halloween,74800000.0,17400000.0,20000000.0
26,Joshua Leonard,The Blair Witch Project,248600000.0,124240000.0,60000.0
3314,Joshua Leonard,If I Stay,78900000.0,28450000.0,11000000.0
1045,Jimmy Fallon,Taxi,68900000.0,9450000.0,25000000.0
1141,Jimmy Fallon,Fever Pitch,50500000.0,-4750000.0,30000000.0
2571,Miles Fisher,Final Destination 5,157900000.0,38950000.0,40000000.0
2800,Britt Robertson,The First Time,92654.0,-1953673.0,2000000.0
3381,Britt Robertson,Cake,2900000.0,-5550000.0,7000000.0
3546,Britt Robertson,Mother's Day,48400000.0,-800000.0,25000000.0
2540,Eddie Izzard,Cars 2,562100000.0,81050000.0,200000000.0
1734,Bobby Coleman,Martian Child,9400000.0,-22300000.0,27000000.0
2214,Bobby Coleman,Post Grad,6414729.0,-11792635.5,15000000.0
45,Ashton Kutcher,Down to You,24400000.0,-22800000.0,35000000.0
1214,Ashton Kutcher,A Lot like Love,42800000.0,-8600000.0,30000000.0
1417,Ashton Kutcher,The Guardian,94973540.0,-22513230.0,70000000.0
2388,Ashton Kutcher,Killers,98000000.0,-26000000.0,75000000.0
2643,Ashton Kutcher,No Strings Attached,149200000.0,49600000.0,25000000.0
2949,Clay Walker,Alone yet Not Alone,887851.0,-6556074.5,7000000.0
36,Lucy Liu,Charlie's Angels,264100000.0,42050000.0,90000000.0
431,Lucy Liu,Ballistic: Ecks vs. Sever,19900000.0,-60050000.0,70000000.0
1635,Lucy Liu,Code Name: The Cleaner,10337477.0,-14831261.5,20000000.0
1927,Lucy Liu,Kung Fu Panda,631700000.0,185850000.0,130000000.0
3499,Lucy Liu,Kung Fu Panda 3,521200000.0,115600000.0,145000000.0
1550,Alice Eve,Starter for 10,1736394.0,-7418803.0,8287000.0
2740,Alice Eve,ATM,1000000.0,-2500000.0,3000000.0
96,John Hurt,Lost Souls,31355910.0,-34322045.0,50000000.0
236,John Hurt,Captain Corelli's Mandolin,62112895.0,-25943552.5,57000000.0
944,John Hurt,Hellboy,99300000.0,-16350000.0,66000000.0
1269,John Hurt,The Skeleton Key,92000000.0,3000000.0,43000000.0
1576,John Hurt,V for Vendetta,132500000.0,12250000.0,54000000.0
1910,John Hurt,Hellboy II: The Golden Army,160400000.0,-4800000.0,85000000.0
1919,John Hurt,Indiana Jones and the Kingdom of the Crystal Skull,786600000.0,208300000.0,185000000.0
779,Vince Vaughn,Old School,87000000.0,19500000.0,24000000.0
911,Vince Vaughn,DodgeBall: A True Underdog Story,167700000.0,63850000.0,20000000.0
1707,Vince Vaughn,Into the Wild,56300000.0,13150000.0,15000000.0
2557,Vince Vaughn,The Dilemma,69700000.0,-35150000.0,70000000.0
3296,Ellie Kemper,Sex Tape,126100000.0,23050000.0,40000000.0
3552,Tom Bennett,Love & Friendship,19700000.0,6850000.0,3000000.0
3435,Courtney Halverson,Unfriended,64100000.0,31050000.0,1000000.0
832,Joshua Malina,View from the Top,19500000.0,-20250000.0,30000000.0
2232,Jamie Chung,Sorority Row,27200000.0,1100000.0,12500000.0
2873,Jamie Chung,Premium Rush,31100000.0,-19450000.0,35000000.0
3316,Jamie Chung,Sin City: A Dame to Kill For,39400000.0,-45300000.0,65000000.0
322,Franco Nero,Megiddo: The Omega Code 2,6047691.0,-16976154.5,20000000.0
2402,Franco Nero,Letters to Juliet,80000000.0,10000000.0,30000000.0
2431,Alexandra Daddario,Percy Jackson & the Olympians: The Lightning Thief,226500000.0,18250000.0,95000000.0
2587,Alexandra Daddario,Hall Pass,83200000.0,5600000.0,36000000.0
845,Hannah Spearritt,Agent Cody Banks 2: Destination London,28800000.0,-11600000.0,26000000.0
1016,Hannah Spearritt,Seed of Chucky,24800000.0,400000.0,12000000.0
2383,Pat Morita,The Next Karate Kid,15800000.0,-4100000.0,12000000.0
15,Virginie Ledoyen,The Beach,144100000.0,22050000.0,50000000.0
757,Steve Eastin,A Man Apart,44350926.0,-13824537.0,36000000.0
533,Peter Gallagher,Mr Deeds,171300000.0,35650000.0,50000000.0
2307,Peter Gallagher,Conviction,9700000.0,-7650000.0,12500000.0
44,Ossie Davis,Dinosaur,349800000.0,47400000.0,127500000.0
254,Ossie Davis,Dr. Dolittle,294400000.0,76700000.0,70500000.0
906,Sandra Nelson,De-Lovely,18396382.0,-5801809.0,15000000.0
190,Linda Fiorentino,What Planet Are You From?,14100000.0,-52950000.0,60000000.0
529,Linda Fiorentino,Men in Black,589400000.0,204700000.0,90000000.0
161,Richard Roundtree,Shaft,107200000.0,7600000.0,46000000.0
246,Tilda Swinton,The Deep End,10031529.0,2015764.5,3000000.0
1108,Tilda Swinton,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745000000.0,192500000.0,180000000.0
1113,Tilda Swinton,Constantine,230900000.0,15450000.0,100000000.0
1283,Tilda Swinton,Thumbsucker,1919197.0,-3040401.5,4000000.0
1737,Tilda Swinton,Michael Clayton,92900000.0,21450000.0,25000000.0
1865,Tilda Swinton,The Curious Case of Benjamin Button,333900000.0,-50000.0,167000000.0
2300,Tilda Swinton,The Chronicles of Narnia: The Voyage of the Dawn Treader,415700000.0,52850000.0,155000000.0
2856,Tilda Swinton,Moonrise Kingdom,68300000.0,18150000.0,16000000.0
