,total_rev,total_profit,count,title_names,total_budget,name,return
David Carr,367700000.0,103850000.0,2,Kill Bill**Crank: High Voltage**,80000000.0,David Carr,1.298125
Alex Borstein,189200000.0,-65400000.0,2,Catwoman**ParaNorman**,160000000.0,Alex Borstein,-0.40875
Forest Whitaker,2288564076.0,455782038.0,13,Battlefield Earth**Panic Room**Phone Booth**Street Kings**Vantage Point**Where the Wild Things Are**Repo Men**Black Nativity**The Butler**The Last Stand**Out of the Furnace**Taken 3**Rogue One: A Star Wars Story**,688500000.0,Forest Whitaker,0.661992793028
Ammel Rodrigo Mendoza,120700000.0,20350000.0,1,Apocalypto**,40000000.0,Ammel Rodrigo Mendoza,0.50875
Peri Gilpin,85100000.0,-94450000.0,1,Final Fantasy: The Spirits Within**,137000000.0,Peri Gilpin,-0.689416058394
Jackson Bond,40200000.0,-44900000.0,1,The Invasion**,65000000.0,Jackson Bond,-0.690769230769
Rebecca Romijn,1309714487.0,117857243.5,7,X-Men**Rollerball**X2**Godsend**The Punisher**X-Men: The Last Stand**Good Deeds**,537000000.0,Rebecca Romijn,0.219473451583
Patricia Hamilton,5672031.0,536015.5,1,My Bloody Valentine**,2300000.0,Patricia Hamilton,0.233050217391
Doona Bae,130500000.0,-63250000.0,1,Cloud Atlas**,128500000.0,Doona Bae,-0.492217898833
Eva Amurri,17405423.0,-9297288.5,2,Saved!**The Life Before Her Eyes**,18000000.0,Eva Amurri,-0.516516027778
Amy Landecker,33200000.0,4600000.0,1,Project Almanac**,12000000.0,Amy Landecker,0.383333333333
Natalie Portman,2119143763.0,395071881.5,14,Where The Heart Is**Closer**Garden State**V for Vendetta**Mr. Magorium's Wonder Emporium**The Other Boleyn Girl**Brothers**Black Swan**Hesher**No Strings Attached**Thor**Your Highness**Thor: The Dark World**Jane Got a Gun**,664500000.0,Natalie Portman,0.594540077502
Joaquim de Almeida,118251690.0,7125845.0,3,Behind Enemy Lines**Desperado**Atlas Shrugged Part III: Who Is John Galt?**,52000000.0,Joaquim de Almeida,0.137035480769
Shirley Jones,6600000.0,-1700000.0,1,Grandma's Boy**,5000000.0,Shirley Jones,-0.34
Eric Lively,53400000.0,1700000.0,1,A Madea Christmas**,25000000.0,Eric Lively,0.068
Kane Kosugi,19516532.0,-30741734.0,2,Godzilla: Final Wars**DOA: Dead or Alive**,40500000.0,Kane Kosugi,-0.759055160494
Ry Kase,68700000.0,15350000.0,1,Letters from Iwo Jima**,19000000.0,Ry Kase,0.807894736842
Lars Ulrich,7972967.0,-28013516.5,1,Metallica Through the Never**,32000000.0,Lars Ulrich,-0.875422390625
Mira Sorvino,14400000.0,4900000.0,1,Do You Believe?**,2300000.0,Mira Sorvino,2.13043478261
Tanya Allen,97600000.0,-1200000.0,1,Silent Hill**,50000000.0,Tanya Allen,-0.024
Bridget Moynahan,953993743.0,107996871.5,6,"The Sum of All Fears**The Recruit**I, Robot**Lord of War**Ramona and Beezus**Battle: Los Angeles**",369000000.0,Bridget Moynahan,0.292674448509
Kristoffer Polaha,851690.0,-4574155.0,1,Atlas Shrugged Part III: Who Is John Galt?**,5000000.0,Kristoffer Polaha,-0.914831
Janet Leigh,21300000.0,9650000.0,1,The Fog**,1000000.0,Janet Leigh,9.65
Jeffrey Johnson,2908893.0,-1545553.5,1,Letters to God**,3000000.0,Jeffrey Johnson,-0.5151845
Angus Macfadyen,133667379.0,-29166310.5,3,Equilibrium**Redline**We Bought a Zoo**,96000000.0,Angus Macfadyen,-0.303815734375
Til Schweiger,923400000.0,34700000.0,6,Driven**King Arthur**Deuce Bigalow 2: European Gigolo**Inglourious Basterds**New Year's Eve**This Means War**,427000000.0,Til Schweiger,0.0812646370023
Dane DeHaan,845827848.0,161513924.0,5,Chronicle**Metallica Through the Never**The Amazing Spider-Man 2**Devil's Knot**Life After Beth**,261400000.0,Dane DeHaan,0.617880351951
Annalise Basso,81700000.0,31850000.0,1,Ouija: Origin of Evil**,9000000.0,Annalise Basso,3.53888888889
Jon Gries,353800000.0,69500000.0,3,The Rundown**Napoleon Dynamite**Taken**,107400000.0,Jon Gries,0.647113594041
Yvonne Strahovski,127500000.0,-71250000.0,2,"Killer Elite**I, Frankenstein**",135000000.0,Yvonne Strahovski,-0.527777777778
Jeff Garlin,825094568.0,75297284.0,7,Daddy Day Care**I Want Someone to Eat Cheese With**The Rocker**Strange Wilderness**WALL-E**ParaNorman**Safety Not Guaranteed**,337250000.0,Jeff Garlin,0.223268447739
Rutger Hauer,478100000.0,46250000.0,3,Batman Begins**The Hitcher**The Rite**,192800000.0,Rutger Hauer,0.239885892116
Jami Gertz,4409373.0,-2795313.5,1,Keeping Up with the Steins**,5000000.0,Jami Gertz,-0.5590627
Clea DuVall,297200000.0,57600000.0,4,Ghosts of Mars**Identity**The Grudge**Passengers**,91000000.0,Clea DuVall,0.632967032967
Kumi Mizuno,12000000.0,-13500000.0,1,Godzilla: Final Wars**,19500000.0,Kumi Mizuno,-0.692307692308
Odette Yustman,282996232.0,63498116.0,4,Cloverfield**The Unborn**You Again**The Double**,78000000.0,Odette Yustman,0.814078410256
Richard White,425000000.0,187500000.0,1,Beauty and the Beast**,25000000.0,Richard White,7.5
Patti Allan,27293743.0,-1353128.5,1,Ramona and Beezus**,15000000.0,Patti Allan,-0.0902085666667
Svetlana Ustinova,14300000.0,5150000.0,1,Hardcore Henry**,2000000.0,Svetlana Ustinova,2.575
Vincent Regan,32200000.0,-3900000.0,1,Lockout**,20000000.0,Vincent Regan,-0.195
Jada Pinkett Smith,3548159699.0,1029079849.5,11,Bamboozled**Kingdom Come**The Matrix Reloaded**The Matrix Revolutions**Collateral**Madagascar**Reign Over Me**Madagascar: Escape 2 Africa**The Women**Madagascar 3: Europe's Most Wanted**Bad Moms**,745000000.0,Jada Pinkett Smith,1.38131523423
Alan Arkin,939448516.0,116724258.0,12,The In-Laws**Little Miss Sunshine**The Santa Clause 3: The Escape Clause**Rendition**Get Smart**City Island**The Change-Up**Argo**Grudge Match**The Incredible Burt Wonderstone**Stand Up Guys**Million Dollar Arm**,353000000.0,Alan Arkin,0.330663620397
Allen Covert,184800000.0,17400000.0,3,Mr Deeds**Grandma's Boy**Strange Wilderness**,75000000.0,Allen Covert,0.232
Candice Bergen,1019815669.0,249407834.5,8,Miss Congeniality**Sweet Home Alabama**The In-Laws**View from the Top**Sex and the City**The Women**Bride Wars**The Romantics**,260500000.0,Candice Bergen,0.957419710173
Marion Busia,40000000.0,19850000.0,1,Gone in 60 Seconds**,150000.0,Marion Busia,132.333333333
Rosemarie DeWitt,671196937.0,153098468.5,6,Rachel Getting Married**A Little Bit of Heaven**The Odd Life of Timothy Green**The Watch**Poltergeist**La La Land**,182500000.0,Rosemarie DeWitt,0.838895717808
Naturi Naughton,101884633.0,15942316.5,2,Fame**Lottery Ticket**,35000000.0,Naturi Naughton,0.455494757143
La La Anthony,22456509.0,2728254.5,1,Baggage Claim**,8500000.0,La La Anthony,0.320971117647
Lark Voorhies,31538083.0,-4730958.5,2,How High**Civil Brand**,20500000.0,Lark Voorhies,-0.230778463415
Nicky Katt,158988799.0,15994399.5,4,Boiler Room**The Way of the Gun**Full Frontal**Insomnia**,63500000.0,Nicky Katt,0.251880307087
Nonso Anozie,77300000.0,13650000.0,1,The Grey**,25000000.0,Nonso Anozie,0.546
Maika Monroe,520200000.0,55100000.0,3,It Follows**The 5th Wave**Independence Day: Resurgence**,205000000.0,Maika Monroe,0.268780487805
Ann Miller,93665871.0,-6667064.5,4,Mulholland Drive**The Messengers**Flipped**The Birth of a Nation**,53500000.0,Ann Miller,-0.124618028037
Alia Shawkat,4166377.0,-9916811.5,2,The Oranges**Green Room**,12000000.0,Alia Shawkat,-0.826400958333
Delphine Chanac,26900000.0,-16550000.0,1,Splice**,30000000.0,Delphine Chanac,-0.551666666667
Matt Nable,98300000.0,11150000.0,1,Riddick**,38000000.0,Matt Nable,0.293421052632
Lori Singer,80000000.0,31800000.0,1,Footloose**,8200000.0,Lori Singer,3.87804878049
Dan Yeager,47200000.0,8500000.0,1,Texas Chainsaw**,15100000.0,Dan Yeager,0.562913907285
Michiel Huisman,118554835.0,18277417.5,3,Wild**The Age of Adaline**The Invitation**,41000000.0,Michiel Huisman,0.445790670732
Maggie Elizabeth Jones,120100000.0,10050000.0,1,We Bought a Zoo**,50000000.0,Maggie Elizabeth Jones,0.201
Aaliyah,136500000.0,8250000.0,2,Romeo Must Die**Queen of the Damned**,60000000.0,Aaliyah,0.1375
Ticky Holgado,70100000.0,-21550000.0,1,A Very Long Engagement**,56600000.0,Ticky Holgado,-0.38074204947
John Cusack,1726716601.0,199258300.5,18,"High Fidelity**America's Sweethearts**Serendipity**Identity**Runaway Jury**The Ice Harvest**Must Love Dogs**1408**Martian Child**Igor**War, Inc.**2012**Hot Tub Time Machine**The Paperboy**The Butler**The Frozen Ground**Maps to the Stars**Love & Mercy**",664100000.0,John Cusack,0.300042614817
Jacinda Barrett,322100086.0,-108949957.0,4,Ladder 49**The Last Kiss**Poseidon**School for Scoundrels**,270000000.0,Jacinda Barrett,-0.403518359259
Franois Berland,43900000.0,-2050000.0,1,The Transporter**,24000000.0,Franois Berland,-0.0854166666667
Lucy Punch,254696937.0,65848468.5,4,You Will Meet a Tall Dark Stranger**Bad Teacher**A Little Bit of Heaven**Cake**,61500000.0,Lucy Punch,1.07070680488
Cynthia Dale,5672031.0,536015.5,1,My Bloody Valentine**,2300000.0,Cynthia Dale,0.233050217391
Margo Martindale,235800000.0,33900000.0,3,Secretariat**August: Osage County**Heaven Is for Real**,84000000.0,Margo Martindale,0.403571428571
Rob Kazinsky,411000000.0,15500000.0,1,Pacific Rim**,190000000.0,Rob Kazinsky,0.0815789473684
Augustus Prew,48190704.0,-19904648.0,1,Charlie St. Cloud**,44000000.0,Augustus Prew,-0.452378363636
Shelley Hennig,167700000.0,77850000.0,2,Ouija**Unfriended**,6000000.0,Shelley Hennig,12.975
Brittany Daniel,117293371.0,22346685.5,3,Joe Dirt**Club Dread**Skyline**,36300000.0,Brittany Daniel,0.615611170799
Tina Majorino,49600000.0,18400000.0,2,Napoleon Dynamite**Veronica Mars**,6400000.0,Tina Majorino,2.875
Peter Facinelli,1283428081.0,434714040.5,4,Supernova**The Scorpion King**Twilight**The Twilight Saga: New Moon**,207000000.0,Peter Facinelli,2.1000678285
Yasiin Bey,65000000.0,12500000.0,2,Begin Again**Life of Crime**,20000000.0,Yasiin Bey,0.625
Natasha Lyonne,613702052.0,216851026.0,4,"American Pie 2**American Pie**Kate & Leopold**Hello, My Name Is Doris**",90000000.0,Natasha Lyonne,2.40945584444
Nakamura Shid,68700000.0,15350000.0,1,Letters from Iwo Jima**,19000000.0,Nakamura Shid,0.807894736842
Brian Dennehy,823083076.0,99541538.0,6,Summer Catch**She Hate Me**Assault on Precinct 13**Ratatouille**Righteous Kill**The Next Three Days**,312000000.0,Brian Dennehy,0.319043391026
Sammi Hanratty,705854.0,-2147073.0,1,The Lost Medallion: The Adventures of Billy Stone**,2500000.0,Sammi Hanratty,-0.8588292
Dave Foley,4403019.0,-13798490.5,1,On the Line**,16000000.0,Dave Foley,-0.86240565625
Jason Earles,155500000.0,47750000.0,1,Hannah Montana: The Movie**,30000000.0,Jason Earles,1.59166666667
Gary Busey,149100000.0,10550000.0,3,Predator 2**Piranha 3DD**Point Break**,64000000.0,Gary Busey,0.16484375
Dominic Monaghan,3290600000.0,1214300000.0,4,The Lord of the Rings: The Fellowship of the Ring**The Lord of the Rings: The Two Towers**The Lord of the Rings: The Return of the King**X-Men Origins: Wolverine**,431000000.0,Dominic Monaghan,2.81740139211
Sofia Black DElia,94100000.0,-52950000.0,1,Ben-Hur**,100000000.0,Sofia Black DElia,-0.5295
Frdric Diefenthal,93400000.0,38600000.0,1,Taxi**,8100000.0,Frdric Diefenthal,4.76543209877
Mamie Gummer,2900000.0,-5550000.0,1,Cake**,7000000.0,Mamie Gummer,-0.792857142857
Sanaa Lathan,725143544.0,108571772.0,7,Love & Basketball**Brown Sugar**Out of Time**Alien vs. Predator**The Best Man Holiday**The Best Man**Now You See Me 2**,254000000.0,Sanaa Lathan,0.42744792126
Grant Bowler,4627375.0,-17686312.5,1,Atlas Shrugged: Part I**,20000000.0,Grant Bowler,-0.884315625
Lucy Lawless,279900000.0,39950000.0,2,Boogeyman**Bedtime Stories**,100000000.0,Lucy Lawless,0.3995
Ashley Judd,992689280.0,48344640.0,11,Where The Heart Is**Someone like You**Divine Secrets of the Ya-Ya Sisterhood**High Crimes**De-Lovely**Twisted**Tooth Fairy**Dolphin Tale**Olympus Has Fallen**Divergent**Dolphin Tale 2**,448000000.0,Ashley Judd,0.107912142857
David Morse,456271969.0,-100864015.5,10,Bait**Proof of Life**Hearts in Atlantis**16 Blocks**Disturbia**Passengers**The Hurt Locker**Mother and Child**The Odd Life of Timothy Green**Concussion**,329000000.0,David Morse,-0.306577554711
Levi Kreis,17400000.0,-2300000.0,1,Frailty**,11000000.0,Levi Kreis,-0.209090909091
Tomas Arana,161800000.0,53900000.0,1,Limitless**,27000000.0,Tomas Arana,1.9962962963
Triple H,128914400.0,-3542800.0,2,Blade: Trinity**The Chaperone**,68000000.0,Triple H,-0.0521
James Arnold Taylor,178900000.0,26950000.0,3,TMNT**Star Wars: The Clone Wars**Ratchet & Clank**,62500000.0,James Arnold Taylor,0.4312
Daniel OHerlihy,53400000.0,13700000.0,1,RoboCop**,13000000.0,Daniel OHerlihy,1.05384615385
Gary Cole,848338544.0,120169272.0,11,One Hour Photo**Win a Date with Tad Hamilton!**Cry Wolf**The Ring Two**Talladega Nights: The Ballad of Ricky Bobby**Breach**Pineapple Express**The Joneses**Hop**Tammy**The Bronze**,304000000.0,Gary Cole,0.395293657895
Debby Ryan,11767866.0,-17116067.0,1,The Longshots**,23000000.0,Debby Ryan,-0.744176826087
Travis Wester,20796847.0,-14601576.5,1,EuroTrip**,25000000.0,Travis Wester,-0.58406306
Katrina Bowden,8500000.0,-750000.0,1,Piranha 3DD**,5000000.0,Katrina Bowden,-0.15
Alexander DiPersia,148900000.0,69550000.0,1,Lights Out**,4900000.0,Alexander DiPersia,14.193877551
Hugh KeaysByrne,378900000.0,39450000.0,1,Mad Max: Fury Road**,150000000.0,Hugh KeaysByrne,0.263
Kristin Chenoweth,1316800000.0,147400000.0,9,Bewitched**Deck the Halls**RV**Anywhere But Home**Space Chimps**Hit and Run**Rio 2**The Boy Next Door**The Peanuts Movie**,511000000.0,Kristin Chenoweth,0.288454011742
Rhys Coiro,11200000.0,-19400000.0,1,Straw Dogs**,25000000.0,Rhys Coiro,-0.776
Mary Elizabeth Winstead,943618883.0,-690558.5,11,Sky High**Black Christmas**Final Destination 3**Grindhouse**Live Free or Die Hard**Scott Pilgrim vs. the World**The Thing**Abraham Lincoln: Vampire Hunter**Smashed**The Spectacular Now**10 Cloverfield Lane**,472500000.0,Mary Elizabeth Winstead,-0.0014614994709
Gonzalo Menendez,29672000.0,-7164000.0,1,12 Rounds**,22000000.0,Gonzalo Menendez,-0.325636363636
Marlon Brando,113579918.0,-11210041.0,1,The Score**,68000000.0,Marlon Brando,-0.164853544118
Jack Whitehall,48400000.0,-800000.0,1,Mother's Day**,25000000.0,Jack Whitehall,-0.032
Dana Fuchs,29400000.0,-56100000.0,1,Across the Universe**,70800000.0,Dana Fuchs,-0.792372881356
Claudia Karvan,51400000.0,5700000.0,1,Daybreakers**,20000000.0,Claudia Karvan,0.285
JoongHoon Park,7100000.0,-56450000.0,1,The Truth About Charlie**,60000000.0,JoongHoon Park,-0.940833333333
Chris Ludacris Bridges,1123400000.0,319200000.0,3,2 Fast 2 Furious**Crash**Fast & Furious 6**,242500000.0,Chris Ludacris Bridges,1.31628865979
Dylan McDermott,356777103.0,-21111448.5,5,Wonderland**The Messengers**The Campaign**The Perks of Being a Wallflower**Olympus Has Fallen**,199500000.0,Dylan McDermott,-0.105821796992
Keshia Knight Pulliam,90508336.0,27754168.0,1,Madea Goes to Jail**,17500000.0,Keshia Knight Pulliam,1.58595245714
Manu Bennett,22100000.0,-3950000.0,1,The Marine**,15000000.0,Manu Bennett,-0.263333333333
Geoffrey Rush,3393000000.0,473500000.0,11,Quills**Banger Sisters**Frida**Intolerable Cruelty**Pirates of the Caribbean: The Curse of the Black Pearl**Munich**Pirates of the Caribbean: At World's End**Legend of the Guardians: The Owls of Ga'Hoole**Pirates of the Caribbean: On Stranger Tides**The Book Thief**Gods of Egypt**,1223000000.0,Geoffrey Rush,0.387162714636
Robert Smigel,58300000.0,-55850000.0,1,Little Nicky**,85000000.0,Robert Smigel,-0.657058823529
Dane Cook,646422502.0,121211251.0,7,Employee of the Month**Dan in Real Life**Good Luck Chuck**Mr. Brooks**My Best Friend's Girl**Planes**Planes: Fire & Rescue**,202000000.0,Dane Cook,0.60005569802
Jonathan Jackson,47044615.0,-16477692.5,2,Tuck Everlasting**Dirty Dancing: Havana Nights**,40000000.0,Jonathan Jackson,-0.4119423125
Chevy Chase,152700000.0,-21650000.0,4,Snow Day**Zoom**Hot Tub Time Machine**Hot Tub Time Machine 2**,98000000.0,Chevy Chase,-0.220918367347
MingNa Wen,110323521.0,16161760.5,2,Street Fighter**The Darkness**,39000000.0,MingNa Wen,0.414404115385
Sebastian Stan,2927990028.0,740705314.0,9,The Architect**The Covenant**Spread**Captain America: The First Avenger**The Apparition**Captain America: The Winter Soldier**The Martian**The Bronze**Captain America: Civil War**,723289700.0,Sebastian Stan,1.02407833818
David Otunga,68600000.0,21300000.0,1,The Call**,13000000.0,David Otunga,1.63846153846
Eric Stoltz,245356653.0,34178326.5,4,Harvard Man**Anaconda**The Butterfly Effect**The Honeymooners**,88500000.0,Eric Stoltz,0.386195779661
Christopher Abbott,24900000.0,-22550000.0,1,Whiskey Tango Foxtrot**,35000000.0,Christopher Abbott,-0.644285714286
Hamish Linklater,149387172.0,16893586.0,3,The Future**42**Magic in the Moonlight**,57800000.0,Hamish Linklater,0.292276574394
Brittany Murphy,1113000000.0,169500000.0,10,Don't Say a Word**Riding in Cars with Boys**Sidewalks of New York**Summer Catch**8 Mile**Just Married**Uptown Girls**Little Black Book**Sin City**Happy Feet**,387000000.0,Brittany Murphy,0.437984496124
Aidan Gillen,117972000.0,-13014000.0,2,Shanghai Knights**12 Rounds**,72000000.0,Aidan Gillen,-0.18075
Amy Yasbeck,351600000.0,152800000.0,1,The Mask**,23000000.0,Amy Yasbeck,6.64347826087
Daniel DayLewis,600116051.0,28558025.5,5,Gangs of New York**The Ballad of Jack and Rose**There Will Be Blood**Nine**Lincoln**,271500000.0,Daniel DayLewis,0.105186097606
Delroy Lindo,821355154.0,-247622423.0,10,Gone in 60 Seconds**Romeo Must Die**Heist**The Last Castle**The One**The Core**Domino**Sahara**Do You Believe?**Point Break**,658300000.0,Delroy Lindo,-0.376154371867
Michelle Williams,1009221112.0,223910556.0,6,The Station Agent**Brokeback Mountain**Deception**Blue Valentine**Shutter Island**Oz the Great and Powerful**,280700000.0,Michelle Williams,0.79768634129
Brian Tee,158500000.0,-5750000.0,1,The Fast and the Furious: Tokyo Drift**,85000000.0,Brian Tee,-0.0676470588235
Alexa Vega,412637079.0,84818539.5,5,Spy Kids 2: The Island of Lost Dreams**Spy Kids 3-D: Game Over**Sleepover**Repo! The Genetic Opera**Spy Kids: All the Time in the World**,121500000.0,Alexa Vega,0.698094975309
Henry Czerny,760800000.0,201100000.0,3,Mission: Impossible**The Exorcism of Emily Rose**The Pink Panther**,179300000.0,Henry Czerny,1.12158393753
Shawn Hatosy,38983002.0,-30508499.0,4,Down to You**The Cooler**Factory Girl**Nobel Son**,50000000.0,Shawn Hatosy,-0.61016998
Rodney Carrington,7587334.0,-20206333.0,1,Beer for My Horses**,24000000.0,Rodney Carrington,-0.841930541667
Isabelle Huppert,18100000.0,-20950000.0,1,Dead Man Down**,30000000.0,Isabelle Huppert,-0.698333333333
David Arquette,648124855.0,5062427.5,10,Ready to Rumble**Scream 3**Scream 2**3000 Miles to Graceland**See Spot Run**Eight Legged Freaks**The Adventures of Sharkboy and Lavagirl**Hamlet 2**Muppets from Space**Scream 4**,319000000.0,David Arquette,0.0158696786834
John Travolta,1799066110.0,-151466945.0,16,Battlefield Earth**Lucky Numbers**Domestic Disturbance**Swordfish**Basic**Ladder 49**The Punisher**Be Cool**Get Shorty**Hairspray**Wild Hogs**Bolt**Old Dogs**The Taking of Pelham 123**From Paris with Love**Savages**,1051000000.0,John Travolta,-0.144116979068
Candice Accola,70600000.0,28300000.0,1,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert**,7000000.0,Candice Accola,4.04285714286
Roger Bart,175701626.0,-57349187.0,3,The Stepford Wives**The Producers**Hostel: Part II**,145200000.0,Roger Bart,-0.394966852617
Diedrich Bader,402905666.0,-28577167.0,6,The Country Bears**Napoleon Dynamite**Miss Congeniality 2: Armed and Fabulous**Surf's Up**Meet the Spartans**The Starving Games**,230030000.0,Diedrich Bader,-0.124232347955
Portia de Rossi,29621722.0,-23189139.0,1,Cursed**,38000000.0,Portia de Rossi,-0.6102405
Jay Pharoah,26100000.0,1050000.0,1,Top Five**,12000000.0,Jay Pharoah,0.0875
Young Jeezy,9069.0,-9995465.5,1,Janky Promoters**,10000000.0,Young Jeezy,-0.99954655
Jake Lacy,3300000.0,650000.0,1,Obvious Child**,1000000.0,Jake Lacy,0.65
Juno Temple,803255125.0,130627562.5,5,Dirty Girl**Killer Joe**Lovelace**Maleficent**Sin City: A Dame to Kill For**,271000000.0,Juno Temple,0.48202052583
Common,1285370263.0,39085131.5,9,Street Kings**Wanted**Terminator Salvation**Date Night**Just Wright**Happy Feet Two**The Odd Life of Timothy Green**Run All Night**Barbershop: The Next Cut**,603600000.0,Common,0.0647533656395
Nathalie Kelley,158500000.0,-5750000.0,1,The Fast and the Furious: Tokyo Drift**,85000000.0,Nathalie Kelley,-0.0676470588235
Debi Mazar,50000000.0,9000000.0,1,The Women**,16000000.0,Debi Mazar,0.5625
Jordan Peele,20700000.0,-4650000.0,1,Keanu**,15000000.0,Jordan Peele,-0.31
Bojana Novakovic,134500000.0,-22750000.0,2,Devil**Edge of Darkness**,90000000.0,Bojana Novakovic,-0.252777777778
Brenda Blethyn,57595781.0,8547890.5,2,Lovely and Amazing**Pooh's Heffalump Movie**,20250000.0,Brenda Blethyn,0.422118049383
Tillotama Shome,30800000.0,14200000.0,1,Monsoon Wedding**,1200000.0,Tillotama Shome,11.8333333333
Stanley Anderson,464000.0,-7768000.0,1,The Last Shot**,8000000.0,Stanley Anderson,-0.971
and Kid Rock,23510601.0,-12244699.5,1,Biker Boyz**,24000000.0,and Kid Rock,-0.5101958125
Rick Malambri,159300000.0,49650000.0,1,Step Up 3**,30000000.0,Rick Malambri,1.655
Zulay Henao,57874120.0,-4962940.0,3,Fighting**The Single Moms Club**Meet the Blacks**,33900000.0,Zulay Henao,-0.146399410029
Theo Rossi,30700000.0,5350000.0,1,When the Bough Breaks**,10000000.0,Theo Rossi,0.535
Alexander Gould,956430385.0,367215192.5,2,They**Finding Nemo**,111000000.0,Alexander Gould,3.30824497748
Michelle Horn,77900000.0,-36050000.0,1,Hostage**,75000000.0,Michelle Horn,-0.480666666667
Travis Davis,29672000.0,-7164000.0,1,12 Rounds**,22000000.0,Travis Davis,-0.325636363636
Mike OMalley,190770475.0,70385237.5,1,The Perfect Man**,25000000.0,Mike OMalley,2.8154095
W Morgan Sheppard,5596267.0,-4701866.5,1,"Elvira, Mistress of the Dark**",7500000.0,W Morgan Sheppard,-0.626915533333
Robert Vaughn,5550000.0,-6225000.0,2,Pootie Tang**The Magnificent Seven**,9000000.0,Robert Vaughn,-0.691666666667
with Maria Bello,2700000.0,-5650000.0,1,Auto Focus**,7000000.0,with Maria Bello,-0.807142857143
Hilarie Burton,39947322.0,8973661.0,1,The Secret Life of Bees**,11000000.0,Hilarie Burton,0.815787363636
Bradley Cooper,4411131461.0,1064265730.5,22,Wedding Crashers**Failure to Launch**Yes Man**All About Steve**The Hangover**He's Just Not That Into You**The A-Team**Case 39**Valentine's Day**The Hangover Part II**Limitless**Hit and Run**Silver Linings Playbook**The Words**American Hustle**The Hangover Part III**The Place Beyond the Pines**Guardians of the Galaxy**Serena**Aloha**Joy**War Dogs**,1141300000.0,Bradley Cooper,0.932503049593
Julia Blake,36993168.0,-6503416.0,1,Don't Be Afraid of the Dark**,25000000.0,Julia Blake,-0.26013664
Minka Kelly,40492759.0,4246379.5,1,The Roommate**,16000000.0,Minka Kelly,0.26539871875
Israel Contreras,120700000.0,20350000.0,1,Apocalypto**,40000000.0,Israel Contreras,0.50875
Connie Nielsen,730053502.0,-50973249.0,7,Gladiator**Mission to Mars**One Hour Photo**Basic**The Hunted**The Great Raid**The Ice Harvest**,416000000.0,Connie Nielsen,-0.122531848558
See below,2300000000.0,430000000.0,1,Star Trek**,720000000.0,See below,0.597222222222
Christopher Lloyd,183873706.0,-82063147.0,7,Hey Arnold!: The Movie**Baby Geniuses**Piranha 3D**The Oogieloves in the Big Balloon Adventure**Piranha 3DD**Foodfight!**Sin City: A Dame to Kill For**,174000000.0,Christopher Lloyd,-0.471627281609
Jack McGee,129200000.0,39600000.0,1,The Fighter**,25000000.0,Jack McGee,1.584
Joan Plowright,1071951318.0,152725659.0,7,101 Dalmatians**Dinosaur**Bringing Down the House**I Am David**Mrs. Palfrey at the Claremont**Curious George**The Spiderwick Chronicles**,383250000.0,Joan Plowright,0.398501393346
James Rebhorn,1184364000.0,340682000.0,5,Meet the Parents**The Adventures of Pluto Nash**Far From Heaven**The Last Shot**Independence Day**,251500000.0,James Rebhorn,1.35460039761
Keith Robinson,154800000.0,-2600000.0,1,Dreamgirls**,80000000.0,Keith Robinson,-0.0325
Katy Perry,943926956.0,243963478.0,3,The Smurfs**Katy Perry: Part of Me**The Smurfs 2**,228000000.0,Katy Perry,1.07001525439
EG Daily,339900000.0,85950000.0,3,Rugrats in Paris: The Movie**The Rugrats Movie**My Sister's Keeper**,84000000.0,EG Daily,1.02321428571
Matt McGrath,2019121.0,9560.5,1,The Broken Hearts Club: A Romantic Comedy**,1000000.0,Matt McGrath,0.0095605
Edison Chen,70700000.0,15350000.0,1,The Grudge 2**,20000000.0,Edison Chen,0.7675
Sean Astin,3377004870.0,1240202435.0,8,The Lord of the Rings: The Fellowship of the Ring**The Lord of the Rings: The Two Towers**The Lord of the Rings: The Return of the King**50 First Dates**Marilyn Hotchkiss' Ballroom Dancing and Charm School**Click**Moms' Night Out**Do You Believe?**,448300000.0,Sean Astin,2.76645646888
Lee Remick,60900000.0,27650000.0,1,The Omen**,2800000.0,Lee Remick,9.875
Buck Henry,464000.0,-7768000.0,1,The Last Shot**,8000000.0,Buck Henry,-0.971
Jurnee SmollettBell,5000000.0,-17500000.0,1,Hands of Stone**,20000000.0,Jurnee SmollettBell,-0.875
Jon Favreau,3225928738.0,637964369.0,11,"The Replacements**Daredevil**Something's Gotta Give**The Break-Up**Open Season**Anywhere But Home**Couples Retreat**G-Force**I Love You, Man**Iron Man 3**The Wolf of Wall Street**",975000000.0,Jon Favreau,0.654322429744
Sullivan Stapleton,337600000.0,58800000.0,1,300: Rise of an Empire**,110000000.0,Sullivan Stapleton,0.534545454545
George Cole,40000000.0,19850000.0,1,Gone in 60 Seconds**,150000.0,George Cole,132.333333333
Jesper Christensen,45600000.0,2800000.0,1,The Debt**,20000000.0,Jesper Christensen,0.14
Emily Meade,2566717.0,-3716641.5,1,Twelve**,5000000.0,Emily Meade,-0.7433283
Lisa Arrindell Anderson,63763542.0,24681771.0,2,Madea's Family Reunion**The Second Chance**,7200000.0,Lisa Arrindell Anderson,3.42802375
Malinda Williams,12643027.0,-3678486.5,1,Idlewild**,10000000.0,Malinda Williams,-0.36784865
